id,xd_id,pref_name_for_society,glottocode,ORIG_name_and_ID_in_this_dataset,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_link,origLat,origLong,Lat,Long,Comment,glottocode_comment
Aj27,xd403,Sapei,kups1238,Sapei (Aj27),Sabei,1920,,,1,35,1,35,Original,
Aj28,xd404,Tatoga,dato1239,Tatoga (Aj28),"Datoga, Mangati, Taturu",1940,,,-5,35,-5,35,Original,
Aj29,xd405,Samburu,samb1315,Samburu (Aj29),"Lokop, Loikop",1950,,,1,37,1,37,Original,
Aj3,xd406,Nuer,nuer1246,Nuer (Aj3),Nath,1930,Nuer (FJ22),http://ehrafworldcultures.yale.edu/collection?owc=FJ22,8,32,8,32,Original,
Aj30,xd407,Karamojong,nucl1430,Karamojong (Aj30),,1950,,,2,34,2,34,Original,
Aj31,xd408,Pari,pari1256,Pari (Aj31),"Jo-Pari, Beri, Fori",1920,,,5,33,5,33,Original,
Aj4,xd409,Lango,lang1324,Lango (Aj4),Umiro,1920,,,2,33,2,33,Original,
Ac17,xd41,Suku,suku1259,Suku (Ac17),,1910,Suku (FO46),http://ehrafworldcultures.yale.edu/collection?owc=FO46,-6,18,-6,18,Original,
Aj5,xd410,Turkana,turk1308,Turkana (Aj5),"ŋiTurkana, Elgume",1920,Turkana (FL17),http://ehrafworldcultures.yale.edu/collection?owc=FL17,4,35,4,35,Original,
Aj6,xd411,Luo,luok1236,Luo (Aj6),"Jaluo, Luwo, Nilotic Kavirondo, Nyifwa",1940,Luo (FL11),http://ehrafworldcultures.yale.edu/collection?owc=FL11,-1,34,-1,34,Original,
Aj7,xd412,Nandi,nand1266,Nandi (Aj7),,1910,,,0,35,0,35,Original,
Aj8,xd413,Bari,ligo1238,Bari (Aj8),,1920,,,5,32,5,32,Original,
Aj9,xd414,Kipsigis,kips1239,Kipsigis (Aj9),"Lumbwa, Sikisi",1920,,,-1,36,-1,36,Original,
Ca1,xd415,Konso,kons1243,Konso (Ca1),,1930,Konso (MP17),http://ehrafworldcultures.yale.edu/collection?owc=MP17,6,37,6,37,Original,
Ca10,xd416,Esa,nort3051,Esa (Ca10),"Eissa, Isa",1880,Somali (MO04),http://ehrafworldcultures.yale.edu/collection?owc=MO04,10,43,10,43,Original,
Ca11,xd417,Arusi,bora1271,Arusi (Ca11),,1890,,,8,40,8,40,Original,
Ca12,xd418,Gibe,west2721,Gibe (Ca12),Oromo of Gibe Region,1880,,,8,37,8,37,Original,"Note 8Feb2018: Changed after note from HH: ""Haven't checked the details of the refs but very difficult to see how Gibe (= a region) best matches with Koorete rather than Oromo or Kaffa"". KK: indeed, an alt_name for this group is ""Oromo of Gibe Region""."
Ca13,xd419,Macha,west2721,Macha (Ca13),Mecca,1950,,,9,37,9,37,Original,
Ac18,xd42,Sundi,koon1244,Sundi (Ac18),Basundi,1910,,,-5,14,-5,14,Original,Note 8Feb2018: Changed based on note from HH: Hutereau's Kimanyanga refers to Koongo [kng]
Ca14,xd420,Burji,burj1242,Burji (Ca14),,1950,,,5,38,5,38,Original,
Ca15,xd421,Darasa,gede1246,Darasa (Ca15),,1930,,,6,38,6,38,Original,
Ca16,xd422,Sidama,sida1246,Sidamo (Ca16),Sidamo,1930,,,7,38,7,38,Original,
Ca17,xd423,Tsamai,tsam1247,Tsamai (Ca17),Tsamako,1950,,,5,37,5,37,Original,
Ca18,xd424,Arbore,arbo1245,Arbore (Ca18),Harbora,1940,,,5,37,5,37,Original,
Ca19,xd425,Banna,hame1242,Banna (Ca19),Bunna,1950,,,6,36,6,36,Original,
Ca2,xd426,Somali,nort3051,Somali (Ca2),,1950,Somali (MO04),http://ehrafworldcultures.yale.edu/collection?owc=MO04,8,48,8,48,Original,
Ca20,xd427,Galab,daas1238,Galab (Ca20),"Darthanaic, Geleba, Reshiat",1890,,,5,36,5,36,Original,
Ca21,xd428,Hamar,hame1242,Hammar (Ca21),"Hammar, Amar, Amarcocche, Hamarkoke",1950,,,5,36,5,36,Original,
Ca22,xd429,Male,male1284,Male (Ca22),Maale,1950,,,6,37,6,37,Original,
Ac19,xd43,Teke,teke1278,Teke (Ac19),Bateke,1880,,,-3,15,-3,15,Original,"Note, previously nzu and teke1279, but glottocode teke1279 is considered ""bookkeeping"", and SIL says nzu and ebo are said to be neighbouring dialects. Therefore, switched to ebo."
Ca23,xd430,Bako,aari1239,Bako (Ca23),"Ari, Baka",1950,,,6,37,6,37,Original,
Ca24,xd431,Dime,dime1235,Dime (Ca24),,1950,,,6,36,6,36,Original,
Ca25,xd432,Shangama,aari1239,Shangama (Ca25),,1950,,,6,37,6,37,Original,
Ca26,xd433,Ubamer,aari1239,Ubamer (Ca26),Wubahamer,1950,,,6,37,6,37,Original,
Ca27,xd434,Anfillo,anfi1235,Anfillo (Ca27),Southern Mao,1930,,,9,35,9,35,Original,
Ca28,xd435,Basketo,bask1236,Basketo (Ca28),,1950,,,6,37,6,37,Original,
Ca29,xd436,Yem,toba1264,Janjero (Ca29),Janjero,1920,,,8,38,8,38,Original,
Ca3,xd437,Tigrinya,tigr1271,Tigrinya (Ca3),,1950,,,14,39,14,39,Original,
Ca30,xd438,Kafa,kafa1242,Kafa (Ca30),"Kafecho, Kaffa",1890,Kaffa (MP14),http://ehrafworldcultures.yale.edu/collection?owc=MP14,7,36,7,36,Original,
Ca31,xd439,Beta Israel,qima1242,Falasha (Ca31),"Falasha, Black Jews",1860,,,12,37,12,37,Original,
Ac2,xd44,Pende,phen1239,Pende (Ac2),Bapende,1920,,,-6,20,-6,20,Original,
Ca32,xd440,Nara,nara1262,Barea (Ca32),"Barea, Baria",1860,,,16,38,16,38,Original,
Ca33,xd441,Kunama,kuna1268,Kunama (Ca33),Cunama,1860,,,15,37,15,37,Original,
Ca34,xd442,Ababda,abab1239,Ababda (Ca34),,1920,,,24,34,24,34,Original,
Ca35,xd443,Amarar,amar1281,Amarar (Ca35),,1930,,,20,36,20,36,Original,
Ca36,xd444,Beni-Amer,mans1267,Beni Amer (Ca36),Beni Amer,1860,,,18,38,18,38,Original,
Ca37,xd445,Blin,bili1260,Bogo (Ca37),"Bogo, Belen, Bilin",1850,,,16,36,16,36,Original,
Ca38,xd446,Tigre,mans1267,Tigre (Ca38),,1860,,,17,39,17,39,Original,
Ca39,xd447,Jimma,west2721,Jimma (Ca39),,1930,,,8,37,8,37,Original,Change 15Dec2017: fuga1235 replaced with west2721 [gaz] based on comment by HH: Lewis (1965) refers to ethnographic data from the Jimma kingdom I guess it should be attributed to Mec'a Galla = Western Oromo [gaz]. Maybe there are facts in there about Giangero also but it merely mentions the Fuga without giving any data on them.
Ca4,xd448,Iraqw,iraq1241,Iraqw (Ca4),"Erokh, Mbulu, Wambulu",1950,,,-4,35,-4,35,Original,
Ca40,xd449,Baditu,koor1239,Baditu (Ca40),"Amarro, Koira",1950,,,6,38,6,38,Original,
Ac20,xd45,Yaka,yaka1269,Yaka (Ac20),"Bayaka, Giaka, Maiaca",1920,,,-7,17,-7,17,Original,
Ca41,xd450,Dorse,dorz1235,Dorse (Ca41),Dorze,1950,,,6,38,6,38,Original,
Ca42,xd451,Shako,shek1245,Shako (Ca42),"Chako, Shekke, Tschako",1950,,,7,36,7,36,Original,
Ca43,xd452,Hadendowa,hade1248,Hadendowa (Ca43),Hendawa,1930,,,18,36,18,36,Original,
Ca5,xd453,Bisharin,bish1251,Bisharin (Ca5),,1930,,,20,35,20,35,Original,
Ca6,xd454,Afar,afar1241,Afar (Ca6),"Danakil, Dankali",1880,,,12,42,12,42,Original,
Ca7,xd455,Amhara,amha1245,Amhara (Ca7),,1950,Amhara (MP05),http://ehrafworldcultures.yale.edu/collection?owc=MP05,13,38,13,38,Original,
Ca8,xd456,Gurage,seba1251,Gurage (Ca8),,1940,,,8,38,8,38,Original,
Ca9,xd457,Goroa,goro1270,Goroa (Ca9),"Fiome, Guruma",1890,,,-4,36,-4,36,Original,
Cb1,xd458,Maguzawa,kano1249,Maguzawa (Cb1),Pagan Hausa,1940,Hausa (MS12),http://ehrafworldcultures.yale.edu/collection?owc=MS12,12,10,12,10,Original,
Cb10,xd459,Karekare,kare1348,Karekare (Cb10),,1920,,,12,11,12,11,Original,
Ac21,xd46,Bunda,mpuo1241,Bunda (Ac21),"Ambundu, Babunda",1910,,,-5,19,-5,19,Original,
Cb11,xd460,Midobi,mido1240,Midobi (Cb11),Meidob,1900,,,16,27,16,27,Original,
Cb12,xd461,Gimma,nort3133,Gimma (Cb12),Gimaa,1920,,,13,32,13,32,Original,
Cb13,xd462,Habbaniya,nort3133,Habbania (Cb13),Habbania,1930,,,11,25,11,25,Original,
Cb14,xd463,Hemat,bath1248,Hemat (Cb14),"Baggara, Heimad",1910,,,11,20,11,20,Original,
Cb15,xd464,Messiria Humr,tama1331,Messiria Humr (Cb15),,1940,,,11,28,11,28,Original,Note 8Feb2018: Changed based on note from HH: This may/may not be the intended attribution. Messiria are switching towards Sudanese Arabic but their ancestral language is Tama [tma].
Cb16,xd465,Shuwa,char1283,Shuwa (Cb16),"Chiwa, Shoa",1920,,,13,15,13,15,Original,
Cb17,xd466,Fur,furr1244,Fur (Cb17),Darfur,1880,,,12,24,12,24,Original,
Cb18,xd467,Kanembu,kane1243,Kanembu (Cb18),,1930,,,14,14,14,14,Original,
Cb19,xd468,Kanuri,cent2050,Kanuri (Cb19),,1870,Kanuri (MS14),http://ehrafworldcultures.yale.edu/collection?owc=MS14,12,13,12,13,Original,Note 8Feb2018: Changed based on note from HH: Cohen's works refer to the Kanuri of Bornu = Central Kanuri [knc]
Cb2,xd469,Wolof,nucl1347,Wolof (Cb2),,1950,Wolof (MS30),http://ehrafworldcultures.yale.edu/collection?owc=MS30,15,-17,15,-17,Original,
Ac22,xd47,Dzing,ding1239,Dzing (Ac22),"Badinga, Dinga",1930,,,-4,20,-4,20,Original,
Cb20,xd470,Zerma,zarm1239,Zerma (Cb20),Dyerma,1920,,,13,3,13,3,Original,
Cb21,xd471,Djafun,adam1253,Djafun (Cb21),Djafun Fulani,1930,,,8,13,8,13,Original,
Cb22,xd472,Liptako,west2454,Liptako (Cb22),,1920,,,14,0,14,0,Original,
Cb23,xd473,Tukulor,pula1263,Tukulor (Cb23),"Tekrur, Torado",1930,,,1,-14,14.73,-14.32,Revised,
Cb24,xd474,Wodaabe Fulani,boro1274,Wodaabe Fulani (Cb24),"Pastoral Fulani, Wodaabe",1950,,,12,12,12,12,Original,
Cb25,xd475,Tazarawa,haus1257,Tazarawa (Cb25),,1930,,,14,8,14,8,Original,
Cb26,xd476,Zazzagawa Hausa,araw1280,Zazzagawa Hausa (Cb26),"Hausa, Zazzagawa",1950,Hausa (MS12),http://ehrafworldcultures.yale.edu/collection?owc=MS12,11,8,11,8,Original,
Cb27,xd477,Bachama,baca1246,Bachama (Cb27),,1920,,,10,12,10,12,Original,
Cb28,xd478,Dera,dera1248,Dera (Cb28),Kanakuru,1920,,,10,12,10,12,Original,
Cb29,xd479,Ngizim,ngiz1242,Ngizim (Cb29),,1920,,,12,10,12,10,Original,
Ac23,xd48,Lele,lele1265,Lele (Ac23),"Bashilele, Wongo",1950,,,-5,21,-5,21,Original,
Cb3,xd480,Songhai,koyr1242,Songhai (Cb3),,1940,Songhai (MS20),http://ehrafworldcultures.yale.edu/collection?owc=MS20,17,-1,17,-1,Original,"Changed to koyr1242 from zarm1239 on 3Oct2018. Reason: The SCCS focus is on the ""Bamba, or central division"" Songhai. The Bamba dialect of Koyraboro Senni Songhai appears to dominate in the Bamba area. (""The major dialectal differences [in Koyraboro Senni Songhai] involve the Bamba area in the west versus the mainstream dialect (from the Gao area to the border). [...] Bamba [dialect] is represented by 66 pages of texts [in Heath's ""Texts in Koroboro Senni Songhay of Gao, Mali""] , enough to bring out the grammatical particularities of this variety."") (Note previous D-PLACE changes include a change on 8Feb2018 from Humburi Senni Songhay (humb1243) to Zarma-Kaado-Dendi (zarm1239). This change was incorrect, and is superceded by the change to koyr1242). Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction."
Cb4,xd481,Hasania,khar1296,Hasania (Cb4),Hassanyeh,1920,,,14,32,14,32,Original,
Cb5,xd482,Buduma,budu1265,Buduma (Cb5),"Yedina, Yedina",1910,,,13,15,13,15,Original,
Cb6,xd483,Tera,tera1251,Tera (Cb6),,1920,,,11,12,11,12,Original,
Cb7,xd484,Bolewa,nucl1695,Bolewa (Cb7),"Bole, Borlawa, Fika",1920,,,11,11,11,11,Original,
Cb8,xd485,Bororo Fulani,boro1274,Bororo Fulani (Cb8),"Fulbe, Fuel",1920,,,13,5,13,5,Original,
Cb9,xd486,Hausa Kanawa,kano1249,Hausa Kanawa (Cb9),Hausa,1940,Hausa (MS12),http://ehrafworldcultures.yale.edu/collection?owc=MS12,12,9,12,9,Original,
Cc1,xd487,Regeibat,hass1238,Regeibat (Cc1),Rgibat,1950,,,22,-13,22,-13,Original,
Cc10,xd488,Asben,taya1257,Asben (Cc10),"Air Tuareg, Kel Air",1900,,,18,8,18,8,Original,"Note 8Feb2018: Glottocode changed to [thz] (Tayart Tamajeq) based on note from HH. At least 3 of the references refer to the Air Tuareg (=[thz], and the society name itself is ""Asben"", which some googling suggests was a synonym for Air/Tuareg Kingdom (p. 125 of Robinson and Smith 1979). However, at least one reference refers to the ""Kel Tadele"" in its title; Wikipedia lists the Kel Tadele as a group ""to the west of Aïr [i.e., thz] in the Tamesna plain"". Thus, the user may wish to investigate whether cultural descriptions combine the practices of more than one Touareg language group."
Cc11,xd489,Azjer,ghat1242,Azjer (Cc11),Adjeur,1860,,,25,10,25,10,Original,
Ac24,xd49,Sakata,saka1287,Sakata (Ac24),"Balesa, Basakata, Lesa",1910,,,-3,18,-3,18,Original,
Cc12,xd490,Ifora,tadh1242,Ifora (Cc12),,1944,,,20,2,20,2,Original,
Cc13,xd491,Udalan Tuareg,timb1263,Udalan (Cc13),Udalan,1920,,,16,0,16,0,Original,
Cc14,xd492,Daza,daza1242,Daza (Cc14),"Dasa, Dazagada",1880,,,17,18,17,18,Original,
Cc15,xd493,Drawa,susi1238,Drawa (Cc15),,1920,,,31,-7,31,-7,Original,
Cc16,xd494,Chaambra,algi1247,Chaambra (Cc16),Schanba,1930,,,32,3,32,3,Original,
Cc17,xd495,Delim,hass1238,Delim (Cc17),Oulad Delim,1930,,,22,-15,22,-15,Original,
Cc18,xd496,Kunta,hass1238,Kunta (Cc18),Kounta,1910,,,19,-1,19,-1,Original,
Cc19,xd497,Trarza,hass1238,Trarza (Cc19),,1950,,,18,-15,18,-15,Original,
Cc2,xd498,Teda,teda1241,Teda (Cc2),Toubou,1950,Teda (MS22),http://ehrafworldcultures.yale.edu/collection?owc=MS22,21,17,21,17,Original,
Cc20,xd499,Zenaga,zena1248,Zenaga (Cc20),,1910,,,18,-8,18,-8,Original,
Aa5,xd5,Mbuti,bila1255,Mbuti (Aa5),"Sua, BaSua, Kango, BaKango, Bambuti, BaMbuti Pygmies",1930,Mbuti (FO04),http://ehrafworldcultures.yale.edu/collection?owc=FO04,2,28,2,28,Original,"Note 8Feb2018: Changed. Focus is ""Epulu net-hunters, Ituri forest"". From White pinpointing sheets: ""The Pygmies and Pygmoid peoples of the Congo have been pushed into smaller and smaller areas of the tropical forest since the invasions of Bantu and Sudanic tribes in the 16-17th centuries, and most of the groups have adopted the languages of invading tribes with whom they allied themselves. Mbuti pygmies have adopted the languages of the Bira to the south of them, the Lese to the east, the Mangbetu and Azande to the northwest, and the Mamvu-Mangutu to the north. The [...] Epulu group studied by Turnbull situated to the north of the Ituri and Epulu Rivers, and the majority of the other groups to the south of the Ituri River [...] are net-hunters, and speak a language largely influenced by the Forest Bira."" Note, though, that Ember concordance lists the language as Lese."
Ac25,xd50,Songo,song1299,Songo (Ac25),Basongo,1930,,,-5,18,-5,18,Original,
Cc3,xd500,Siwans,siwi1239,Siwans (Cc3),,1920,Siwans (MR14),in process,29,26,29,26,Original,
Cc4,xd501,Mzab,tumz1238,Mzab (Cc4),"Beni Mzab, Mozabites",1920,,,33,4,33,4,Original,
Cc5,xd502,Kel Antessar,timb1263,Antessar (Cc5),"Antessar, Kel Antessar, Tuareg north of Timbuctoo",1910,,,18,-3,18,-3,Original,
Cc6,xd503,Kababish,nort3133,Kababish (Cc6),Kubbabish,1910,,,17,31,17,31,Original,
Cc7,xd504,Barabish,hass1238,Barabish (Cc7),,1950,,,20,-5,20,-5,Original,
Cc8,xd505,Aulliminden,ioul1238,Aulliminden (Cc8),Oulliminden,1890,,,8,2,8,2,Original,
Cc9,xd506,Tuareg Ahaggar,hogg1238,Tuareg Ahaggar (Cc9),Tuareg,1920,Tuareg (MS25),http://ehrafworldcultures.yale.edu/collection?owc=MS25,23,6,23,6,Original,
Cd1,xd507,Barabra,kenu1236,Barabra (Cd1),Kenuzi Nubians,1920,,,23,33,23,33,Original,
Cd10,xd508,Zekara,chen1266,Zekara (Cd10),Zkara,1900,,,34,-2,34,-2,Original,Note 8Feb2018: Changed based on note from HH: Beni Snous = Western Algerian Berber [cnu]
Cd11,xd509,Guanche,guan1277,Guanche (Cd11),,1500,,,28,-16,27.99,-15.62,Revised,
Ac26,xd51,Yanzi,yans1239,Yanzi (Ac26),"Bayansi, Wachanzi",1920,,,-4,18,-4,18,Original,
Cd12,xd510,Algerians,algi1247,Algerians (Cd12),,1870,,,31,2,31,2,Original,
Cd13,xd511,Hamama,sout3114,Hamama (Cd13),,1930,,,30,9,30,9,Original,
Cd14,xd512,Hamyan,oran1236,Hamyan (Cd14),Hamian,1870,,,35,2,35,2,Original,
Cd15,xd513,Jebala,jebl1238,Jebala (Cd15),Djebala,1910,,,35,-5,35,-5,Original,
Cd16,xd514,Moroccans,sout3117,Moroccans (Cd16),,1930,,,33,-8,33,-8,Original,
Cd17,xd515,Nail,cons1245,Nail (Cd17),Ulad Nail,1920,,,35,5,35,5,Original,
Cd18,xd516,Saadi,said1239,Saadi (Cd18),,1920,Libyan Bedouin (MT09),http://ehrafworldcultures.yale.edu/collection?owc=MT09,30,28,30,28,Original,
Cd19,xd517,Sahel,sahi1245,Sahel (Cd19),Eastern Tunisians (Sahel Region),1920,,,35,11,35,10.94,Revised,
Cd2,xd518,Egyptians,egyp1253,Egyptians (Cd2),"Fellahin, Fellaheen",1950,Fellahin (MR13),http://ehrafworldcultures.yale.edu/collection?owc=MR13,25,33,25,33,Original,
Cd20,xd519,Sanusi,liby1240,Sanusi (Cd20),Cyrenaican Bedouin,1940,Libyan Bedouin (MT09),http://ehrafworldcultures.yale.edu/collection?owc=MT09,31,22,31,22,Original,
Ac27,xd52,Luchazi,luch1239,Luchazi (Ac27),"Balochasi, Kaluchazi, Valuchazi",1930,,,-13,23,-13,23,Original,
Cd21,xd520,Tunisians,tuni1260,Tunisians (Cd21),,1930,,,37,10,37,10,Original,
Cd3,xd521,Riffians,tari1263,Riffians (Cd3),,1920,Berbers of Morocco (MX03),http://ehrafworldcultures.yale.edu/collection?owc=MX03,35,-4,35,-4,Original,
Cd4,xd522,Kabyle,kaby1243,Kabyle (Cd4),,1890,,,36,4,36,4,Original,
Cd5,xd523,Shluh,susi1238,Shluh (Cd5),"Shilha, Islhiyn, Chleuch",1920,Shluh (MW11),http://ehrafworldcultures.yale.edu/collection?owc=MW11,30,-9,30,-9,Original,
Cd6,xd524,Ancient Egyptians,egyp1246,Ancient Egypt (Cd6),Ancient Egypt,-1400,,,30,31,30,31,Original,
Cd7,xd525,Beraber,cent2194,Beraber (Cd7),,1910,,,33,-7,33,-7,Original,
Cd8,xd526,Shawiya,tach1249,Shawiya (Cd8),Chaouia,1910,,,36,7,36,7,Original,
Cd9,xd527,Tekna,hass1238,Tekna (Cd9),Tekena,1900,,,28,-11,28,-11,Original,
Ce1,xd528,Gheg,gheg1238,Gheg (Ce1),Albanians,1900,Albanians (EG01),http://ehrafworldcultures.yale.edu/collection?owc=EG01,42,20,42,20,Original,
Ce2,xd529,Portuguese,gali1257,Portuguese (Ce2),,1950,,,42,-7,42,-7,Original,
Ac28,xd53,Luimbe,luim1238,Luimbe (Ac28),"Baluimbi, Valuimbe",1930,,,-12,18,-12,18,Original,
Ce3,xd530,Ancient Romans,lati1261,Romans (Ce3),Romans,100,Imperial Romans (EI09),http://ehrafworldcultures.yale.edu/collection?owc=EI09,42,12,42,12,Original,
Ce4,xd531,French Basques,labo1236,Basques (Ce4),"Euskaldunak, Basques, French Basques",1930,Basques (EX08),http://ehrafworldcultures.yale.edu/collection?owc=EX08,43,-1,43,-1,Original,
Ce5,xd532,Neapolitans,neap1235,Neapolitians (Ce5),Neapolitians,1960,,,41,13,40.89,14.25,Revised,
Ce6,xd533,Spaniards,stan1288,Spaniards (Ce6),,1950,,,37,-6,37,-6,Original,
Ce7,xd534,Greeks,mode1248,Greeks (Ce7),Hellenes,1950,Greece (EH01),http://ehrafworldcultures.yale.edu/collection?owc=EH01,39,23,39,23,Original,
Ce8,xd535,Spanish Basques,west1508,Spanish Basques (Ce8),Spanish Basques,1934,Basques (EX08),http://ehrafworldcultures.yale.edu/collection?owc=EX08,43,-2,43,-2,Original,
Cf1,xd536,New Englanders,stan1293,New England (Cf1),New England,1920,,,42,-73,42,-73,Original,"Note, should probably be matched to a dialect other than 'standard english'"
Cf2,xd537,Boers,afri1274,Boers (Cf2),Afrikanders,1850,,,-16,28,-16,28,Original,
Cf3,xd538,Tristan da Cunha,stan1293,Tristan da Cunha (Cf3),,1930,,,-37,-12,-37.11,-12.27,Revised,"Note, should probably be matched to a dialect other than 'standard english'"
Cf4,xd539,Brazilians,braz1246,Brazilians (Cf4),,1940,,,-43,-47,-23.68,-46.64,Revised,
Ac29,xd54,Luwa,sond1250,Luwa (Ac29),Balua,1930,,,-7,19,-7,19,Original,
Cf5,xd540,French Canadians,queb1247,French Canadians (Cf5),,1930,,,47,-72,47,-72,Original,stan1290 replaced with queb1247 in Oct 2017 because it is a better match
Cg1,xd541,Dutch,dutc1256,Dutch (Cg1),,1950,,,53,7,53,7,Original,
Cg2,xd542,Icelanders,icel1247,Icelanders (Cg2),,1100,Early Icelanders (EQ02),http://ehrafworldcultures.yale.edu/collection?owc=EQ02,64,-20,64,-20,Original,
Cg3,xd543,Irish,iris1253,Irish (Cg3),Gaelic,1930,Rural Irish (ER06),http://ehrafworldcultures.yale.edu/collection?owc=ER06,53,-9,53,-9,Original,
Cg4,xd544,Sami,nort2671,Lapps (Cg4),Lapps,1950,Lapps (EP04),http://ehrafworldcultures.yale.edu/collection?owc=EP04,68,22,68,22,Original,"25Sept2018 - glotto id changed from nort2671 to lule1254 on 25Sept2018 as previous change was only applied to ISO code. 8April2017 - Changed from smj to sme based on comment from H. Hammarström: Haglund worked with Karesuando Saami, which is Northern Sami [sme]. Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction."
Cg5,xd545,Walloons,wall1255,Walloons (Cg5),,1950,,,50,5,50,5,Original,
Ch1,xd546,Serbs,serb1264,Serbs (Ch1),Serbians,1950,Serbs (EF06),http://ehrafworldcultures.yale.edu/collection?owc=EF06,44,20,44,20,Original,
Ch10,xd547,Romanians,baya1255,Romanians (Ch10),,1910,,,45,26,45,26,Original,"Note, previously baya1254 but changed by non-KK DPLACE editor in early 2016 (before 8April2016)"
Ch11,xd548,Russians,russ1263,Russians (Ch11),,1955,,,53,41,53,41,Original,
ch12,xd549,Bashkir,bash1264,Bashkir (ch12),"Basquort, Bashkort, Bashkiry",1899,,,54,56,54,56,Original,
Ac3,xd55,Bemba,town1238,Bemba (Ac3),Awemba,1900,Bemba (FQ05),http://ehrafworldcultures.yale.edu/collection?owc=FQ05,-11,31,-11,31,Original,
ch13,xd550,Besermyan,nort2676,Besermyan (ch13),"Beserman, Besermen, Besermyane",1894,,,58,52,58,52,Original,
ch14,xd551,Chuvash,chuv1255,Chuvash (ch14),"Chavash, Chuvashy",1908,,,57,53,57,53,Original,
ch15,xd552,Erzya Mordvins,erzy1239,Erzia mordva (ch15),"Erzia mordva, Erzia Mordvins, Erzja Mordvins",1895,,,53,50,53,50,Original,
ch16,xd553,Estonians,esto1258,Estonians (ch16),"Eestlased, Maarahvas, Hiumaases, Saaremaased, Setu, Estontsy, Chud",1908,,,59,26,59,26,Original,
ch17,xd554,Gagauz,gaga1249,Gagauz (ch17),"Christian Bulgars, Hıristiyan-Bulgar, Gagauzi, Gagauzy",1894,,,45,29,45.44,29.32,Revised,
ch18,xd555,Ingrians,ingr1248,Ingrians (ch18),"Izhorians, Izhora, Inkerilainen, Inkeroine, Izhoralaine, Karjalain, Inkerin Suomalainen, Ingrian Finns, Izhortsy",1927,,,59,29,59,29,Original,
ch19,xd556,Karelians,livv1243,Karelians (ch19),"Karjalaizet, Karjalaini, Karely, Livgilyajne, Livvikjoj, Lyuudilaine, Lyuudikjo",1874,,,64,33,64,33,Original,
Ch2,xd557,Hutsuls,sout2604,Hutsul (Ch2),"Hutsul, Hucul, Huzul",1890,,,49,24,49,24,Original,
ch20,xd558,Kazan tatar,midd1325,Kazan tatar (ch20),"Kazanskie Tatary, Kazanly, Tatarlar",1910,,,55,50,55,50,Original,
ch21,xd559,Latvians,latv1249,Latvians (ch21),"Latvieshi, Latyshi",1881,,,57,24,57,24,Original,
Ac30,xd56,Plateau Tonga,tong1318,Plateau Tonga (Ac30),Batonga,1940,Tonga (FQ12),http://ehrafworldcultures.yale.edu/collection?owc=FQ12,-18,28,-18,28,Original,
ch22,xd560,Lithuanian Karaim,kara1464,Lithuanian Karaim (ch22),"Karaites, Karaila",1895,,,55,23,55,23,Original,
ch23,xd561,Lithuanian Tatar,west2405,Lithuanian Tatar (ch23),,1905,,,55,24,55,24,Original,
ch24,xd562,Livs,livv1244,Livs (ch24),"Livians, Livonians, Liivod, Liibod, Liivnikad, Liivlist, Kalamied, Raandalis",1847,,,57,23,57,23,Original,
ch25,xd563,Moldovans,mold1248,Moldovans (ch25),"Moldoven, Moldavans, Moldavane",1900,,,47,29,47,29,Original,"Note, previously mold1247 but changed by non-KK DPLACE editor in early 2016 (before 8April2016)"
ch26,xd564,Udmurt,sout2681,Udmurt (ch26),"Utmort, Ukmort, Udmurty, Votiak, Votyak, Votjaki",1890,,,57,53,57,53,Original,
ch27,xd565,Veps,veps1250,Veps (ch27),"Vepsians, Chudy, Chukhari, Chuhari, Bepsya, Bepsja, Veps' Lyudinikad, Tyagalazhet, Tjagalazhet",1900,,,61,35,61,35,Original,
ch28,xd566,Votes,voti1245,Votes (ch28),"Vod', Maavaitchi, Vod",1900,,,59,29,59,29,Original,
Ch3,xd567,Czechs,czec1258,Czechs (Ch3),,1940,,,50,16,50,16,Original,
Ch4,xd568,Mari,east2328,Cheremis (Ch4),Cheremis,1900,,,43,46,43,46,Original,
Ch5,xd569,Bulgarians,bulg1262,Bulgarians (Ch5),,1940,Bulgarians (EE01),in process,43,24,43,24,Original,
Ac31,xd57,Buye,buyu1239,Buye (Ac31),Babui,1910,,,-7,28,-7,28,Original,
Ch6,xd570,Byelorussians,bela1254,Byelorussians (Ch6),White Russians,1910,,,55,28,55,28,Original,
Ch7,xd571,Ukranians,east2270,Ukranians (Ch7),,1930,Ukraine (RD01),in process,48,36,48,36,Original,
Ch8,xd572,Magyar,hung1274,Hungarian (Ch8),"Magyarok, Hungarian",1940,Hungary (EC01),in process,47,20,47,20,Original,
Ch9,xd573,Lithuanians,lith1251,Lithuanians (Ch9),,1930,,,55,24,55,24,Original,
Ci1,xd574,Kalmyk,kalm1243,Kalmyk (Ci1),Kalmuck,1920,,,46,46,46,46,Original,"Note 8Feb2018: Note that some of the references that are almost certainly associated with this case (focus is ""Baga Dorbed"") were originally listed after Ag14 ""Baga"" (aberle1953; krader1963; vladimirtsov1948)"
