id,key,citation
berndt1962,"Berndt, 1962","Berndt, R. M. 1962. Excess and Restraint. Chicago."
bernotandbernot1958,"Bernot and Bernot, 1958","Bernot, D., and L. Bernot. 1958. Les Khyang des collines de Chittagong. Paris."
berreman1962a,"Berreman, 1962a","Berreman, G. D. 1962. Pahari Polyandry. Amer. Anth. 64: 60-75."
berreman1962b,"Berreman, 1962b","Berreman, G. D. 1962. Sib and Clan Among the Pahari of North India. Ethnology 1: 524-528."
berreman1963,"Berreman, 1963","Berreman, G. D. 1963. Hindus of the Himalayas. Berkeley and Los Angeles."
bertrand1899,"Bertrand, 1899","Bertrand, A. 1899. The Kingdom of the Barotsi. London."
bertrand1920,"Bertrand, 1920","Bertrand. 1920. Quelques notes sur la vie politique, le developpement, la decadence des petites societes Bantou du bassin central du Congo. Rev. Inst. Sociol., Inst. Solvay 1: i, 74-91."
bessaignet1958,"Bessaignet, 1958","Bessaignet, P. 1958. Tribesmen of the Chittagong Hill Tracts. As. Soc. Pakistan Publ. 1: 1-109."
best1924,"Best, 1924","Best, E. 1924. The Maori. 2v. Wellington."
best1925,"Best, 1925","Best, E. 1925. Maori Agriculture. Wellington."
best1952,"Best, 1952","Best, E. 1952. The Maori as He Was. Wellington."
bestnd,"Best, nd","Best, O. H. Burmawa of Kanam. Undated Ms."
biddulph1880,"Biddulph, 1880","Biddulph, J. 1880. Tribes of the Hindoo Kush. Calcutta."
bieber192023,"Bieber, 1920-23","Bieber, F. J. 1920-23. KAffa. 2v. Munster."
biesele1972,"Biesele, 1972","Biesele, M. 1972. Hunting in semi-arid areas - the Kalahari Bushmen Today. Botswana Notes and Records (special ed. )."
biesele1975,"Biesele, 1975","Biesele, M. 1975. Folklore and Ritual of !Kung Hunter-gatherers. Ph. D. Dissertation, Harvard. [Dobe !Kung]."
biesele1976,"Biesele, 1976","Biesele, M. 1976. Aspects of !Kung Folklore. In Richard B. Lee and Irven DeVore (eds.) Kalahari Hunter-Gatherers: Studies of the !Kung San and their Neighbours. Cambridge, Mass : Harvard University Press. 302-24."
bikbulatovandkuzeev1976,"Bikbulatov and Kuzeev, 1976","Bikbulatov, N. V., and R. G. Kuzeev (eds. ). 1976. Etnografija Bashkirii (Ethnography of Bashkiria). Ufa."
bikbulatovandpimenov1998,"Bikbulatov and Pimenov, 1998","Bikbulatov, N. V., and V. V. Pimenov. 1998. Bashkiry (The Bashkir). Narody i religii mira. Entsiklopedija (Peoples and Religions of the World. Encyclopedia), ed. V. A. Tishkov, pp. 85-8. Moscow."
bikbulatov1964,"Bikbulatov, 1964","Bikbulatov, N. V. 1964. Sistema rodstva bashkir (Kin System of the Bashkir). Moscow."
bikbulatov1980,"Bikbulatov, 1980","Bikbulatov, N. V. 1980. Istoricheskoer azvitieb ashkirskojs istemyr odstva (Historical Development of the Bashkir Kin System). Obychai i kul'tumo-bytovye traditsii bashkir (Customs and Everyday Life Cultural Traditions of the Bashkir), eds. R. G. Kuzeev and N. V. Bikbulatov, pp. 3-23. Ufa."
bikbulatov1980a,"Bikbulatov, 1980a","Bikbulatov, N. V. 1980. Bashkirskij aul. Ocherk obshchestvennoj i kul'tumoj zhizni (Bashkir Aul: An Essay on Social and Cultural Life). Ufa."
bikbulatov1981,"Bikbulatov, 1981","Bikbulatov, N. V. 1981. Bashkirskajas istemar odstva (BashkirK in System). Moscow. Bikbulatov, N. V., and F. F. Fatyhova. 1991. Semejnyj byt bashkir. XIX-XX w. (Family Everyday Life of the Bashkir in the Nineteenth and Twentieth Centuries). Moscow."
bird1946,"Bird, 1946","Bird, J. 1946. The Alacaluf. Bull. Bur. Amer. Ethn. 143: i, 55-79."
birketsmithanddelaguna1938,"Birket-Smith and De Laguna, 1938","Birket-Smith, K., and F. De Laguna. 1938. The Eyak Indians of the Copper River Delta, Alaska. Copenhagen."
birketsmith1924,"Birket-Smith, 1924","Birket-Smith, Kaj. 1924. Ethnography of the Egedesminde district. Meddelelser om Gronland 66."
birketsmith1928,"Birket-Smith, 1928","Birket-Smith, K. 1928. Five Hundred Eskimo Words. Rep. Fifth Thule Exp. 3: iii, 1-64."
birketsmith1929,"Birket-Smith, 1929","Birket-Smith, K. 1929. The Caribou Eskimos. Rep. Fifth Thule Exp. 5: i, 1-306; ii, 1-419."
birketsmith1930,"Birket-Smith, 1930","Birket-Smith, K. 1930. Contributions to Chipewyan Ethnology. Rep. Fifth Thule Exp. 5: iii, 1-113."
birketsmith1953,"Birket-Smith, 1953","Birket-Smith, K. 1953. The Chugach Eskimo. Nationalmuseets Skrifter, Etnografisk Raekee 6: 1-262. Copenhagen."
birketsmith1956,"Birket-Smith, 1956","Birket-Smith, K. 1956. An Ethnological Sketch of Rennell Island. Kong. Danske Videnskab. Selskab, Hist. -Filol. Medd. 35: iii, 1-222."
black1960,"Black, 1960","Black, C. E. 1960. The Transformation of Russian Society. Cambridge."
blackman1927,"Blackman, 1927","Blackman, W. S. 1927. The Fellahin of Upper Egypt. London."
blackwood1935,"Blackwood, 1935","Blackwood, B. 1935. Both Sides of Buka Passage. Oxford."
bleek1924,"Bleek, 1924","Bleek, D. F. 1924. Bushman Terms of Relationship. Bantu Studies 2: 57-70."
bleek1928,"Bleek, 1928","Bleek, D. C. 1928. The Naron. Cambridge."
bleek1931,"Bleek, 1931","Bleek, D. F. 1931. The Hadzapi or Watindiga of Tanganyika Territory. Africa 4:273-286."
blohm193133,"Blohm, 1931-33","Blohm, W. 1931-33. Die Nyamwezi. 3V. Bamburg."
boas1888,"Boas, 1888","Boas, F. 1888. The Central Eskimo. Ann. Rep. Bur. Amer. Ethn. 6: 390-669."
boas1891,"Boas, 1891","Boas, F. 1891. The Bilqula. Report, British Association for the Advancement of Science 61: 408-424."
boas1895,"Boas, 1895","Boas, F. 1895. The Social Organization and the Secret Societie s of the Kwakiutl Indians. Rep. U. S. Nat. Mus. 1895: 311-738."
boas190107,"Boas, 1901-07","Boas, F. 1901-07. The Eskimo of Baffinland and Hudson Bay. Bull. Amer. Mus. Nat. Hist. 15: 1-570."
boas1909,"Boas, 1909","Boas, F. 1909. The Kwakiutl of Vancouver Island. Mem. Amer. Mus. Nat. Hist. 8: 307-515."
boas1918,"Boas, 1918","Boas, F. 1918. Kutenai Tales. Bulletins of the Bureau of American Ethnology 59: 1-387."
boas1922,"Boas, 1922","Boas, F. 1922. Das VerwandtschAftssystem der Vandau. Zeits. Ethn. 54: 41-51."
boas1923,"Boas, 1923","Boas, F. 1923. Notes on the Tillamook. Univ. Calif. Publ. Amer. Arch. Ethn. 20: 3-16."
boas1938,"Boas, 1938","Boas, F. 1938. Bella Bella Texts. Columbia Univ. Contr. Anth. 5: 1-291."
boas1966,"Boas, 1966","Boas, F. 1966. Kwakiutl Ethnography, ed. H. Codere. Chicago."
bock1966,"Bock, 1966","Bock, P. K. 1966. The Micmac Indians of Restigouche, Bulletins of the National Museum of Canada 213: 1-95."
bockani1945,"Bockani, 1945","Bockani, J. 1945. Mende Warfare. Farm and Forest 6 (2): 104-105."
boelaert1940,"Boelaert, 1940","Boelaert, E. 1940. De Nkundo-Maatschappij. Kongo-Overzee 6: 148-161."
boggiani1894,"Boggiani, 1894","Boggiani, G. 1894. I Ciamacoco. Roma."
bogoras1901a,"Bogoras, 1901a","Bogoras, W. 1901. The Chukchee of Northeastern Asia. American Anthropologist 3: 80-108."
bogoras1901b,"Bogoras, 1901b","Bogoras, W. 1901. The Chukchee. Memoirs of the American Museum of Natural History, 11. 1-703."
bohannanandbohannan1953,"Bohannan and Bohannan, 1953","Bohannan, L., and P. Bohannan. 1953. The Tiv of Central Nigeria. London."
bohannanandbohannan1957,"Bohannan and Bohannan, 1957","Bohannan, P., and L. Bohannan. 1957. Tiv Markets. New York Academy of Sciences, Transations, series 2: 613-621."
bohannanandbohannan1958,"Bohannan and Bohannan, 1958","Bohannan, P., and L. Bohannan. 1958. Three Source Notebooks in Tiv Ethnography. New Haven."
bohannanandbohannan1968,"Bohannan and Bohannan, 1968","Bohannan, P., and L. Bohannan. 1968. Tiv Economy. Evanston."
bohannanandbohannan1969,"Bohannan and Bohannan, 1969","Bohannan, P., and L. Bohannan. 1969. A Source Notebook on Tiv Religion. 5v. New Haven."
bohannan1949,"Bohannan, 1949","Bohannan, L. 1949. Dahomean Marriage. Africa 19: 273-278."
bohannan1952,"Bohannan, 1952","Bohannan, L. 1952. A Genealogical Charter. Africa 22: 301-315."
bohannan1953,"Bohannan, 1953","Bohannan, P. 1953. Concepts of Time Among the Tiv of Nigeria. Southwestern Journal of Anthropology 9: 251-262."
bohannan1954a,"Bohannan, 1954a",Bohannan. P. 1954a. Tiv Farm and Settlement. London.
bohannan1954b,"Bohannan, 1954b","Bohannan, P. 1954b. The Migration and Expansion of the Tiv. Africa 24: 2-16."
bohannan1954c,"Bohannan, 1954c","Bohannan, P. 1954c. Circumcision among the Tiv. Man 54: 2-6."
bohannan1955,"Bohannan, 1955","Bohannan, P. 1955. Some Principles of Exchange and Investment Among the Tiv. American Anthropologist 57: 60-70."
bohannan1957a,"Bohannan, 1957a","Bohannan, L. 1957. Political Aspects of Tiv Social Organization. Tribes Without Rulers, ed. J. Middleton and D. Tait, pp. 33-66. London."
bohannan1957b,"Bohannan, 1957b","Bohannan, P. 1957. Justice and Judgment among the Tiv. London."
bohannan1960,"Bohannan, 1960","Bohannan, P. 1960. Tiv Trade and Markets. Ms. (see FF57=24)."
bohannan1965,"Bohannan, 1965","Bohannan, P. 1965. The Tiv of Nigeria. Peoples of Africa. ed. J. L. Gibbs, Jr., pp. 279-317. New York."
bolinder1957,"Bolinder, 1957","Bolinder, G. 1957. VerwandtschAftssystem der Goajiro. Zeits. Ethn. 82: 164-168. (English translation: 1957. Indians on Horseback. London. )."
bollig1927,"Bollig, 1927","Bollig, L. 1927. Die Bewohner der Truk-Inseln. Anthropos Ethnologische Bibliothek, vol. 3. Munster."
bonniard1934,"Bonniard, 1934","Bonniard, F. 1934. Le tell septentrional en Tunisie. Paris."
bordiend,"Bordie, nd","Bordie, J. G. (University of Texas). Personal communication."
borisova1924,"Borisova, 1924","Borisova, A. 1924. Vzaimootnoshenija polov u chuharej (Gender Relations among the Veps). Staryj i novyj byt (Old and New Everyday Life Styles), ed. V. G. Bogoraz-Tan, pp. 59-79. Leningrad."
borwnlee1927,"Borwnlee, 1927","Borwnlee, J. 1927. Account of the Amakosae, or Southern CAffres. Travels and Adventures in Southern Africa, by G. Thompson 2: 335-375. London."
bosch1930,"Bosch, 1930","Bosch, F. 1930. Les Banyamwezi. Munster."
boseandray1953,"Bose and Ray, 1953","Bose, U., and P. C. Ray. 1953. Application of Performance Tests on the Bhils of Central India. Bulletin of the Department of Anthropology 1 (1): 31-58. Delhi: Manage of Publications."
bose1936,"Bose, 1936","Bose, J. K. 1936. Social Organization of the Aimol Kuki. Journ. Dept. Lett. Univ. Calcutta 25: vii, 1-24."
bostock1950,"Bostock, 1950","Bostock, P. G. 1950. The Taita. London."
bouille1937,"Bouillé, 1937","Bouillé, R. 1937. Les coutumes familiales au Kanem. Paris."
bourdieu1966,"Bourdieu, 1966","Bourdieu, P. 1966. ""The sentiment of honor in Kabyle society,"" in Honour and Shame: The Values of Mediterranean Society, J. G. Peristiany, ed., Chicago, University of Chicago Press."
bourgeau1933,"Bourgeau, 1933","Bourgeau, J. 1933. Notes sur la coutume des Sereres du Sine et du Saloum. Bull. Com. Et. Hist. Scient. Afr. Occ. 16: 1-65."
bourgeois1954,"Bourgeois, 1954","Bourgeois, R. 1954. Banyarwanda et Barundi. Mem. Acad. Roy. Sci. Colon., Cl. Sci. Mor. Polit. 35: 1-472."
bourilly1932,"Bourilly, 1932","Bourilly, J. 1932. Elements de l'ethnographie marocaine. Paris."
bourne1874,"Bourne, 1874","Bourne, B. F. 1874. The Captive in Patagonia. Boston."
bouronclecarreon1964,"Bouroncle Carreon, 1964","Bouroncle Carreon, A. 1964. Contribucion al estudio de los Aymaras. America Indigena 24: 129-169, 233-269."
bouton1640,"Bouton, 1640","Bouton, J. 1640. Relation de l'establissement des Français depuis l'an 1635 en l'isle de Martinique. Paris."
bowers1950,"Bowers, 1950","Bowers, A. W. 1950. Mandan Social and Ceremonial Organization. Chicago."
bowers1964,"Bowers, 1964","Bowers, N. 1964. Personal communication to A. Lomax."
bowers1965,"Bowers, 1965","Bowers, A. W. 1965. Hidatsa Social and Ceremonial Organization. Bulletins of the Bureau of American Ethnology 194: 1-528."
boyer1953,"Boyer, 1953","Boyer, G. 1953. Les Diawara. Mem. Inst. Franc. Af. Noire 29: 1-122."
bradbury1957,"Bradbury, 1957","Bradbury, R. E. 1957. The Benin Kingdom and the Edo-speaking Peoples of Southwestern Nigeria. London."
brain1969,"Brain, 1969","Brain, J. L. 1969. Matrilineal descent and marital stability: A Tanzanian case. Journal of Asian and African Studies 4 (2): 122-131."
brau1942,"Brau, 1942","Brau, C. 1942. Le droit coutumier Lunda. Bull. Jurisd. Indig. Droit Cout. Congol. 10: 155-267."
brepoels1930,"Brepoels, 1930","Brepoels, H. 1930. Het familiehoofd bij de Nkundo negers. Congo 2: ii, 332-430."
bretonanddelapaix1929,"Breton and de la Paix, 1929","Breton, R., and A. de la Paix. 1929. Relation de l'ile de la Guadeloup, ed. J. Rennard. Histoire Coloniale 1: 45-74. Paris."
breton1665,"Breton, 1665","Breton, R. 1665. Observations of the Island Carib. Auxerre."
bridges1949,"Bridges, 1949","Bridges, E. Lucas. 1949. Uttermost part of the earth. New York, E. P. Dutton."
briggs1951,"Briggs, 1951","Briggs, L. P. 1951. The Ancient Khmer Empire. Transactions of the American Philosophical Society 41: 241-250."
briggs1958,"Briggs, 1958","Briggs, L. L. 1958. The Living Races of the Sahara Desert. Papers of the Peabody Museum of Archaeology and Ethnology, Harvard University 28: ii, 1-217."
bright1959,"Bright, 1959","Bright, J. 1959. A History of Israel. Philadelphia."
brinton1859,"Brinton, 1859","Brinton, D. G. 1859. Notes on the Floridian Peninsula. Philadelphia."
broadfoot1885,"Broadfoot, 1885","Broadfoot, J. S. 1885. On Parts of the Ghilzi Country. Roy. Geog. Soc. Suppl. Pap. 1: 341-400."
brohez1905,"Brohez, 1905",Brohez. 1905. Les Balubas. Bull. Soc. Roy. Belge Geog. 29: 460-478.
brohm1963,"Brohm, 1963","Brohm, J. 1963. Buddhism and Animism in a Burmese Village. Journal of Asian Studies 22: 155-167."
brownandhutt1935,"Brown and Hutt, 1935","Brown, G. G., and A. M. B. Hutt. 1935. Anthropology in Action. London."
brown1926,"Brown, 1926","Brown, J. Tom. 1926. Among the Bantu nomads. London, Seeley, Service & Co."
brown1944,"Brown, 1944","Brown, H. D. 1944. The Nkumu of the Tumba. Africa 14: 431-447."
brown1955,"Brown, 1955","Brown, P. 1955. The Igbira. Peoples of the Niger-Benue Confluence, ed. D. Forde, pp. 53-74. London."
brownnd,"Brown, nd","Brown, L. K. n. d. Personal Communication."
brundage1963,"Brundage, 1963","Brundage, B. C. 1963. Empire of the Inca. Norman."
bruner1959,"Bruner, 1959","Bruner, E. M. 1959. Kinship Organization Among the Urban Batak of Sumatra. Trans. N. Y. Acad. Sci., ser. 2, 22: 118-125."
brussaux1907,"Brussaux, 1907","Brussaux, E. 1907. Notes sur les Moundans. Bull. Soc. Anth. Paris, ser. 5, 8: 273-295."
brutsch1950,"Brutsch, 1950","Brutsch, J. R. 1950. Les relations de parente chez les Duala. Bull. Soc. Et. Camerounaises 3: 211-230."
bruwer1949,"Bruwer, 1949","Bruwer, J. 1949. The composition of a Cewa village (Mudzi). African Studies 8: 191-98."
bruwer1955,"Bruwer, 1955","Bruwer, J. P. 1955. Unkhoswe: The System of Guardianship in Cewa Matrilineal Society. Afr. Stud. 14: 113-122."
bruwer1958,"Bruwer, 1958","Bruwer, J. P. van S. 1958. Matrilineal Kinship Among the Kunda. Africa 28: 207-224."
bruyns1951,"Bruyns, 1951","Bruyns, L. 1951. De sociaal-economische ontwikkeling van made Bakongo. Mem. Inst. Roy. Colon. Belge, Sect. Sci. Mor. Polit. 22: iii, 1-343."
bryant1949,"Bryant, 1949","A. T. Bryant, The Zulu people, Pietermaritzburg, Shuter and Shooter, 1949."
buch1882,"Buch, 1882","Buch, M. 1882. Die Wotjaken. Eine ethnologische Studien. Helsingfors."
buchner1887,"Buchner, 1887","Buchner, M. 1887. Kamerun."
buckandmasland1950,"Buck and Masland, 1950","Buck, P. W. and J. W. Masland. 1950. The Governments of Foreign Powers, pp. 591-710. New York."
buck1930,"Buck, 1930","Buck, P. H. 1930. Samoan Material Culture. Bulletins of the Bishop Museum 75: 1-724."
buck1932a,"Buck, 1932a","Buck, P. H. 1932. Ethnology of Manihiki and Rakahanga. Bull. Bishop Mus. 99: 1-238."
buck1932b,"Buck, 1932b","Buck, P. H. 1932. Ethnology of Tongareva. Bull. Bishop Mus. 92: 1-225."
buck1934,"Buck, 1934","Buck, P. H. 1934. Mangaian Society. Bull. Bishop Mus. 122: 1-207."
buck1938,"Buck, 1938","Buck, P. H. 1938. Ethnology of Mangareva. Bull. Bishop Mus. 117: 1-519."
buck1949,"Buck, 1949","Buck, P. H. 1949. The Coming of the Maori. Wellington."
buck1950,"Buck, 1950","Buck, P. H. 1950. The Material Culture of Kapingamarangi. Bull. Bishop Mus. 200."
buck1957,"Buck, 1957","Buck, P. H. 1957. Arts and Crafts of Hawaii. Bishop Mus. Spec. Publ. 45: 1-606."
budge1926,"Budge, 1926","Budge, E. A. W. 1926. Dwellers on the Nile. London."
bufe1913,"Bufe, 1913","Bufe, E. 1913. Die Bakundu. Archiv. Anth. 40: 228-239."
bugge1952,"Bugge, 1952","Bugge, A. 1952. The native Greenlander--a blending of old and new. ARctic 5: 45-53."
bullock1928,"Bullock, 1928","Bullock, C. 1928. The Mashona. Cape Town."
bulow1971,"Bulow, 1971","Bulow, W. von. 1897. Der Stammbaum der Konige von Samoa. Globus, 1971."
bunzel1930,"Bunzel, 1930","Bunzel, R. 1930. Zuni Katcinas. Annual Reports of the Bureau of American Ethnology 47: 837-1086."
bunzel1932,"Bunzel, 1932","Bunzel, R. 1932. Introduction to Zuni Ceremonialism. Annual Reports of the Bureau of American Ethnology 47: i, 467-544. Washington."
bunzel1952,"Bunzel, 1952","Bunzel, R. 1952. Chichicastenanago. Publications of the American Ethnological Society 22: 1-438."
burd1952,"Burd, 1952","Burd, W. W. 1952. Karimata: A Village in the Southern Ryukyus. Unpublished Ms."
burel1910,"Burel, 1910","Burel, G. 1910. Les populations de la moyenne Sanga: Les Pomo et les Boumali. Rev. Ethnog. Sociol. 1: 3-32."
burgesse1944,"Burgesse, 1944","Burgesse, J. A. 1944. The Woman and Child Among the Lac-St. -Jean Montagnais. Primitive Man 17: 1-18."
burling1963,"Burling, 1963","Burling, R. 1963. Rengsanggri: Family and Kinship in a Garo Village. Philadelphia."
burrowsandspiro1953,"Burrows and Spiro, 1953","Burrows, E. G., and M. E. Spiro. 1953. An Atoll Culture. New Haven."
burrows1936,"Burrows, 1936","Burrows, E. G. 1936. Ethnology of Futuna. Bull. Bishop Mus. 138: 1-239."
burrows1937,"Burrows, 1937","Burrows, E. G. 1937. Ethnology of Uvea. Bull. Bishop Mus. 145: 1-176."
burrows1949,"Burrows, 1949","Burrows, Edwin Grant. 1949. The people of Ifaluk: a little-disturbed atoll culture. Unpublished manuscript submitted as a final report, Coordinated investigation of Micronesian Anthropology. Washington, Pacific Science Board, National Research Council."
burssens1958,"Burssens, 1958","Burssens, H. 1958. Les peuplades de l'entre Congo-Ubangi. London."
burton1876,"Burton, 1876","Burton, R. F. 1876. Two Trips to Gorilla Land and the Cataracts of the Congo. London."
bush1964,"Bush, 1964","Bush, N. F. 1964. Thailand: An Introduction to Modern Siam. Princeton."
busia1951,"Busia, 1951","Busia, K. A. 1951. The Position of the Chief in the Modern Political System of Ashanti. London."
busia1954,"Busia, 1954","Busia, K. A. 1954. The Ashanti of the Gold Coast. African Worlds, ed. D. Forde, pp. 190-209. London."
busyginandzorin1984,"Busygin and Zorin, 1984","Busygin, E. P., and N. V. Zorin 1984. Etnografija narodov Srednego Povolzh'ja (Ethnography of the Peoples of the Middle Volga Region). Part. 1. Kazan'."
butt1952a,"Butt, 1952a","Butt, Audrey. 1952. The Luo of Kenya, Ethnographic Survey of Africa: EAst Central Africa, Part IV: The Nilotes of the Anglo-Egyptian Sudan and Uganda. London, International African Institute."
butt1952b,"Butt, 1952b","Butt, A. 1952. The Nilotes of the Anglo-Egyptian Sudan and Uganda. London."
buxton1958,"Buxton, 1958","Buxton, J. 1958. The Mandari of the Souterhn Sudan. Tribes Without Rulers, ed. J. Middleton and D. Tait, pp. 67-96. London."
byhan1926,"Byhan, 1926","Byhan, A. 1926. Die Kaukasischen Volker. Illustrierte Volkerkunde, ed. G. Buschan 2: ii, 749-844. Stuttgart."
