id,category,title,definition,type,notes,source,changes
WNAI16,"Ecology: vegetation, Ecology: overview","Presence of Interior live oak, Quercus wislizenii",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Interior live oak
WNAI127,Ecology: fish,"Presence of Steelhead trout, Salmon gairdnerii irideus, S. g. newberryi",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Steelhead trout
WNAI91,Ecology: aquatic mammals,"Presence of Northern sea-lion, Eumetopias jubata",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Northern sea-lion
WNAI239,"Labor, Economy, Subsistence","Division of labor of hunting of all land mammals, fowl, etc",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Labor in hunting
WNAI335,"Politics, Economy",Type and complexity of political leadership in the focal local community,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Type of leadership in focal community
WNAI214,"Subsistence, Economy, Ecology: overview",General availability of local subsistence resources,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Availability of local subsist resources
WNAI109,Ecology: terrestrial mammals,"Presence of Moose, Alces alces",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Moose
WNAI121,Ecology: fish,"Presence of Suckers, family Catostomidae, Catostomus spp., Chamistes spp., Deltistes spp., Pantosteus spp., Xyrauchen texanus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Suckers (all varieties)
WNAI42,"Ecology: vegetation, Ecology: overview","Presence of Serviceberry, Amelanchier alnifolia",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Serviceberry
WNAI120,Ecology: fish,"Presence of Rocky Mountain whitefish, Coregonus spp. and lake whitefish Prosopium spp.",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Whitefish: rocky mtn/lake
WNAI217,"Labor, Economy, Material culture","Weaving of nets, baskets, or mats",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Weaving of nets, baskets, or mats"
WNAI140,Ecology: birds,"Presence of Turkey, Meleagris gallopavo",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Turkey
WNAI423,"Religion, Ritual",Actions which cause soul-loss,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Illness: actions which cause soul loss
WNAI421,"Religion, Ritual",Illness caused by foreign intrusion,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Illness: by foreign intrusion
WNAI288,"Settlement, Community organization, Population",Population density within territory controlled by community,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Population density within unit territory
WNAI149,"Technology, Material culture, Subsistence, Ecology: vegetation",Containers for gathering seeds,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Containers for gathering seeds
WNAI379,"Life cycle, Religion, Ritual","Parturition position, B",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Birth: parturition position, b"
WNAI72,Ecology: aquatic mammals,"Presence of Fin-backed whale, Balaenoptera physalus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Fin-backed whale
WNAI276,"Economy, Property",Ownership of common property following divorce,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Owner of common property after divorce
WNAI103,Ecology: terrestrial mammals,"Presence of Mountain lions, Felis concolor",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mountain lion
WNAI211,"Subsistence, Economy, Ecology: vegetation","Probable percentage of diet contributed by roots, seeds, berries, nuts. leaves, tubers, etc. procured locally",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from local plants
WNAI359,"Politics, War, Community organization",Raids motivated by desire to avenge the death of a warrior,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Raids to avenge death
WNAI202,"Subsistence, Economy, Ecology: terrestrial mammals, Ecology: birds","Local hunting--procurement of all types of game (fowl, large mammals, etc.)",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Local hunting
WNAI13,"Ecology: vegetation, Ecology: overview","Presence of Blue oak, Quercus douglasii",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Blue oak
WNAI233,"Labor, Economy, Dwellings, Material culture",Specialization in house construction,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists in house building
WNAI235,"Labor, Economy, Subsistence",Division of labor of gathering of all types of foodstuffs,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Labor in gathering wild plants
WNAI205,"Subsistence, Economy, Ecology: terrestrial mammals, Ecology: birds","External sources of game, small animals, or fowl",,Categorical,"NOTE: Society 111 had a score of 99. This was changed to missing data. [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ext. sources of game
WNAI230,"Labor, Economy, Material culture",Specialization of boat building for all types of watercraft,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists in boat building
WNAI147,"Technology, Material culture, Subsistence, Ecology: fish",Fish spears,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Fish spears (leister)
WNAI175,"Technology, Material culture, Clothing",Robes or capes made of plant materials,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Robes/capes of plant materials
WNAI304,"Marriage, Kinship","Bride service, in which a man performs services for his bride's(or prospective bride's) family (usually as options to other forms of marriage obligations)",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Bride service
WNAI94,Ecology: aquatic mammals,"Presence of Northern elephant-seal, Mirounga angustirostris",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Northern elephant seal
WNAI70,Ecology: aquatic mammals,"Presence of Pygmy sperm whale, Kogia breviceps",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pygymy sperm whale
WNAI34,"Ecology: vegetation, Ecology: overview","Presence of Mescal, Agave conseii",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mescal - Agave conseii
WNAI93,Ecology: aquatic mammals,"Presence of Harbor seal, Phoca vitulina",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Harbor seal
WNAI337,"Politics, Economy",Government and territory,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Government and territory
WNAI11,"Ecology: vegetation, Ecology: overview","Presence of California white oak or valley oak, Quercus lobata",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",California white/valley oak
WNAI232,"Labor, Economy, Dwellings, Material culture",House construction: dominant types or types in which people,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",House construction: dominant type
WNAI345,"Community organization, Ceremony",Restricted sodalities,"The term ""restricted sodality"" applies to an organization with membership restricted to only a part of the mature males, or the mature females, or a mixture of both short of the totality, Restricted sodalities may also have initiation ceremonies, as well as other rituals, with content and meaning unknown to the nonmembers in the remainder of the population.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Restricted sodalities
WNAI92,Ecology: aquatic mammals,"Presence of California sea-lion, Zalophus californianus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",California sea-lion
WNAI414,"Religion, Ritual",Differences between shamans' and laymen's spirit and power possession,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Power possession: differ shaman/layman
WNAI204,"Subsistence, Economy, Ecology: terrestrial mammals, Ecology: birds","Probable percentage of diet contributed by procuring (hunting) large game, small animals, and fowl locally",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from hunting
WNAI129,Ecology: fish,"Presence of Herring, Clupea pallasii",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Herring
WNAI356,"Politics, War, Community organization",Raids motivated by desire for slaves (separate from wife-stealing),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Raids for slaves
WNAI45,"Ecology: vegetation, Ecology: overview","Presence of Western hackberry, Celtis douglasii",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Western hackberry
WNAI143,"Technology, Material culture, Subsistence, Ecology: terrestrial mammals",Pitfalls for snaring land mammals,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pitfalls for land mammals
WNAI397,"Life cycle, Religion, Ritual",Girls' puberty rites or female initiations near puberty: Dancing at public ceremony,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Girls puberty: dancing at pub ceremony
WNAI320,"Marriage, Kinship",Activities of the demonstrated kinship unit,"Activities are organized and include one or more things, such as the performance of ceremonies, conduct of government, acceptance of joint liability, etc.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Activities of demonstrated kin units
WNAI347,"Community organization, Ceremony",Functions of restricted sodalities,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Functions of restricted sodalities
WNAI100,Ecology: terrestrial mammals,"Presence of Coyote, Canis latrans",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Coyote
WNAI213,"Subsistence, Economy, Technology, Material culture",Dominant water-transportation of food or other goods,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Dominant water-transport food/goods
WNAI408,"Life cycle, Religion, Ritual",Spirit quest by individual males: not associated with sodality initiations or group rites,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Spirit quest: individual males-not sodal
WNAI263,"Economy, Property",Ceremonialism or etiquette in intercommunity use of privately owned food resources and/or chattels,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Cer/etiq extralocal sharing res areas
WNAI234,"Labor, Economy, Dwellings, Material culture",Production task-groups in house construction,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in house building
WNAI318,"Marriage, Kinship",Relationships within the demonstrated kinship unit,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Relationships within dem kin units
WNAI314,"Marriage, Kinship","Kinship units beyond sibs, septs and clans",,Categorical,"NOTE: Case 164 had a value of 4. This was changed to missing data. [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Kinship units beyond sibs and septs
WNAI84,Ecology: aquatic mammals,"Presence of False killer-whale, Pseudorca crassidens",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",False killer-whale
WNAI199,"Subsistence, Economy, Ecology: aquatic mammals, Ecology: fish",Percentage of diet contributed by aquatic animals,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from aquatic animals
WNAI268,"Economy, Property",Gift exchange between (or among) communities for food and/or chattels (intercommunity or extralocal residence-groups),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Gift exchange between communities
WNAI80,Ecology: aquatic mammals,"Presence of Pacific bottle-nosed dolphin, Tursiops nuuanu",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific bottle-nosed dolphin
WNAI249,"Labor, Economy, Subsistence",Specialization in agriculture,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists in agriculture
WNAI17,"Ecology: vegetation, Ecology: overview","Presence of California black oak, Quercus kelloggii",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",California black oak
WNAI312,"Marriage, Kinship",Forms of kinship units,"Kinship units can be described by reference to marriage, descent, and residence. They can also be described by reference to location, internal relationships, activities, ownership of property, and relationships between units. Variables follow which control for all of these properties. Descent units are demonstrated, and are unilineal or nonunilineal.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Kinship/descent units
WNAI363,"Politics, War, Community organization",Presence of buffer zones,"A buffer zone is defined as ""no man?ÇÖs land"" between subsistence areas owned by different groups. If members of either group enter the buffer zone to hunt, fish, farm, or gather, it is possible that they could suffer an attack from the opposing group, and both groups recognize the danger of entering the buffer zones, even if they did so frequently.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Incidence of buffer zones
WNAI296,"Marriage, Kinship",Secondary marriage,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Secondary marriage
WNAI110,Ecology: terrestrial mammals,"Presence of Caribou, Rangifer spp.",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Caribou
WNAI176,"Technology, Material culture, Clothing",Shirts and Dresses,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Shirts and dresses
WNAI333,Kinship,Kinship terms for siblings,,Categorical,"NOTE:  Case 139 had a value of 23.  This was changed to missing data. [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Kinship terms for siblings
WNAI190,"Subsistence, Economy",Agricultural products grown for beverages,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Agricultural for beverages
WNAI242,"Labor, Economy, Subsistence",Production task-groups in hunting,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in hunting
WNAI210,"Subsistence, Economy, Ecology: vegetation","Probable percentage of diet contributed by roots, seeds, berries, nuts. leaves, tubers, etc. procured extralocally",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from ext. plants
WNAI134,Ecology: fish,"Presence of Surf smelt, Hypomesus pretiosus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Surf smelt
WNAI49,"Ecology: vegetation, Ecology: overview","Presence of Wild potato, Solanum triflorum and other potato spp.",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Wild potato
WNAI436,"Labor, Economy, Property",Slavery,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Slavery
WNAI340,"Politics, Economy, Subsistence, Property",Political organization and the allocation of access to important means for producing sustenance,"This variable refers to intragroup area resources e.g., land for farming, water for irrigation, hunting, fishing, gathering rights etc., and whether or not these resources are allocated internally among families or kin groups by some political authority above kin group headmen. This does not include the question of whether or not village boundaries are maintained and resources are ""jealously guarded against poaching by outsiders.""",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Political org and resource access
WNAI56,"Ecology: vegetation, Ecology: overview","Presence of Sand bunchgrass, Rice Grass, Oryzopis spp.",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sand bunchgrass/rice grass
WNAI51,"Ecology: vegetation, Ecology: overview","Presence of Thistle, Cirsium acaule, and other Cirsium spp.",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Thistle
WNAI111,Ecology: terrestrial mammals,"Presence of Pronghorn antelope, Antilocapra americana",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pronghorn antelope
WNAI156,"Technology, Material culture, Subsistence, Ecology: vegetation",Acorn preparation,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Acorn preparation
WNAI113,Ecology: terrestrial mammals,"Presence of Mountain goat, Oreamnos americanus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mountain goat
WNAI306,"Marriage, Kinship","Forms of the family which occur often, but which do not predominate","The family type in question is either the modal type, but less than 50 percent, or second in frequency to the dominant form. Not necessarily co-residential.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Frequent family form (not predominant)
WNAI163,"Technology, Material culture, Subsistence, Ecology: fish, Ecology: aquatic animals",Dominant boat types: those most frequent or preferred,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Dominant boat types: most numerous/preferred
