ISO 693-3 code,Language name,FAMILY-REVISED,Class2,Class3,Ethnologue Classification (unrevised),
hdy,Hadiyya,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Highland",
ktb,Kambaata,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Highland",
liq,Libido,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Highland",
sid,Sidamo,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Highland",
gdl,Dirasha,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Konso-Gidole",
kxc,Konso,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Konso-Gidole",
gax,"Oromo, Borana-Arsi-Guji",Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Oromo",
gaz,"Oromo, West Central",Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Oromo",
hae,"Oromo, Eastern",Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Oromo",
orc,Orma,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Oromo",
ssn,Waata,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Oromo",
bob,Aweer,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Rendille-Boni",
rel,Rendille,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Rendille-Boni",
aar,Afar,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Saho-Afar",
ssy,Saho,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Saho-Afar",
dbr,Dabarre,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Somali",
gex,Garre,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Somali",
jii,Jiiddu,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Somali",
som,Somali,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Somali",
tqq,Tunni,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Somali",
ymm,Maay,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Somali",
arv,Arbore,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Western Omo-Tana",
bsw,Baiso,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Western Omo-Tana",
dsh,Daasanach,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Western Omo-Tana",
elo,El Molo,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Western Omo-Tana",
muu,Yaaku,Afro-Asiatic,Cushitic,East,"Afro-Asiatic, Cushitic, East, Yaaku",
bej,Bedawiyet,Afro-Asiatic,Cushitic,North,"Afro-Asiatic, Cushitic, North",
aas,Aasáx,Afro-Asiatic,Cushitic,South,"Afro-Asiatic, Cushitic, South",
bds,Burunge,Afro-Asiatic,Cushitic,South,"Afro-Asiatic, Cushitic, South",
dal,Dahalo,Afro-Asiatic,Cushitic,South,"Afro-Asiatic, Cushitic, South",
gow,Gorowa,Afro-Asiatic,Cushitic,South,"Afro-Asiatic, Cushitic, South",
irk,Iraqw,Afro-Asiatic,Cushitic,South,"Afro-Asiatic, Cushitic, South",
wbj,Alagwa,Afro-Asiatic,Cushitic,South,"Afro-Asiatic, Cushitic, South",
wka,Kw’adza,Afro-Asiatic,Cushitic,South,"Afro-Asiatic, Cushitic, South",
cop,Coptic,Afro-Asiatic,Egyptian,,"Afro-Asiatic, Egyptian",
mdx,Dizin,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Dizoid",
noz,Nayi,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Dizoid",
she,Sheko,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Dizoid",
jnj,Yemsa,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Janjero",
cra,Chara,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Chara",
bcq,Bench,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Gimira",
mdy,Male,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo",
dwr,Dawro,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",
doz,Dorze,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",
gmv,Gamo,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",
gof,Gofa,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",
mfx,Melo,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",
oyd,Oyda,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",
wal,Wolaytta,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",
kcx,Kachama-Ganjule,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, East",
kqy,Koorete,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, East",
zay,Zaysete,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, East",
bst,Basketo,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, West",
myo,Anfillo,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gonga, Central",
bwo,Borna,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gonga, North",
kbr,Kafa,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gonga, South",
moy,Shekkacho,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gonga, South",
myf,Bambassi,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Mao, East",
gza,Ganza,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Mao, West",
hoz,Hozo,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Mao, West",
sze,Seze,Afro-Asiatic,Omotic,North,"Afro-Asiatic, Omotic, North, Mao, West",
aiw,Aari,Afro-Asiatic,Omotic,South,"Afro-Asiatic, Omotic, South",
amf,Hamer-Banna,Afro-Asiatic,Omotic,South,"Afro-Asiatic, Omotic, South",
dim,Dime,Afro-Asiatic,Omotic,South,"Afro-Asiatic, Omotic, South",
gyl,Gayil,Afro-Asiatic,Omotic,South,"Afro-Asiatic, Omotic, South",
kxh,Karo,Afro-Asiatic,Omotic,South,"Afro-Asiatic, Omotic, South",
syc,Syriac,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern",
aii,Assyrian Neo-Aramaic,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
aij,Lishanid Noshan,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
bhn,Bohtan Neo-Aramaic,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
bjf,Barzani Jewish Neo-Aramaic,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
cld,Chaldean Neo-Aramaic,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
huy,Hulaulá,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
hrt,Hértevin,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
kqd,Koy Sanjaq Surat,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
lsd,Lishana Deni,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
syn,Senaya,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
tmr,Jewish Babylonian Aramaic,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
trg,Lishán Didán,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern",
lhs,Mlahsö,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northwestern",
tru,Turoyo,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northwestern",
mid,Mandaic,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Mandaic",
myz,"Mandaic, Classical",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Mandaic",
amw,Western Neo-Aramaic,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Western",
sam,Samaritan Aramaic,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, Aramaic, Western",
aao,"Arabic, Algerian Saharan Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
abh,"Arabic, Tajiki Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
abv,"Arabic, Baharna Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
auz,"Arabic, Uzbeki Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
acm,"Arabic, Mesopotamian Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
apc,"Arabic, North Levantine Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
apd,"Arabic, Sudanese Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
avl,"Arabic, Eastern Egyptian Bedawi Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
acq,"Arabic, Ta’izzi-Adeni Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
ajp,"Arabic, South Levantine Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
ajt,"Arabic, Judeo-Tunisian",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
aju,"Arabic, Judeo-Moroccan",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
acw,"Arabic, Hijazi Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
acx,"Arabic, Omani Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
acy,"Arabic, Cypriot Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
adf,"Arabic, Dhofari Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
arb,"Arabic, Standard",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
aeb,"Arabic, Tunisian Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
aec,"Arabic, Sa’idi Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
ayh,"Arabic, Hadrami Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
arq,"Arabic, Algerian Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
ayl,"Arabic, Libyan Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
ars,"Arabic, Najdi Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
ayn,"Arabic, Sanaani Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
ayp,"Arabic, North Mesopotamian Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
afb,"Arabic, Gulf Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
ary,"Arabic, Moroccan Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
arz,"Arabic, Egyptian Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
jye,"Arabic, Judeo-Yemeni",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
mey,Hassaniyya,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
mlt,Maltese,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
ssh,"Arabic, Shihhi Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
shu,"Arabic, Chadian Spoken",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
yhd,"Arabic, Judeo-Iraqi",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
yud,"Arabic, Judeo-Tripolitanian",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Arabic",
hbo,"Hebrew, Ancient",Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Canaanite",
heb,Hebrew,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Canaanite",
smp,Samaritan,Afro-Asiatic,Semitic,Central,"Afro-Asiatic, Semitic, Central, South, Canaanite",
dlk,Dahalik,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, North",
gez,Geez,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, North",
tig,Tigré,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, North",
tir,Tigrigna,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, North",
gru,Kistane,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, n-Group",
ior,Inor,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, tt-Group",
mvz,Mesqan,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, tt-Group",
mys,Mesmes,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, tt-Group",
sgw,Sebat Bet Gurage,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, tt-Group",
agj,Argobba,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Amharic-Argobba",
amh,Amharic,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Amharic-Argobba",
har,Harari,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Harari-East Gurage",
stv,Silt’e,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Harari-East Gurage",
wle,Wolane,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Harari-East Gurage",
zwa,Zay,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Harari-East Gurage",
bhm,Bathari,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, South Arabian",
gdq,Mehri,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, South Arabian",
hss,Harsusi,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, South Arabian",
hoh,Hobyót,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, South Arabian",
shv,Shehri,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, South Arabian",
sqt,Soqotri,Afro-Asiatic,Semitic,South,"Afro-Asiatic, Semitic, South, South Arabian",
bxe,Ongota,Afro-Asiatic,Unclassified,,"Afro-Asiatic, Unclassified",
bla,Blackfoot,Algic,Algonquian,,"Algic, Algonquian",
chy,Cheyenne,Algic,Algonquian,,"Algic, Algonquian",
mia,Miami,Algic,Algonquian,,"Algic, Algonquian",
mez,Menominee,Algic,Algonquian,,"Algic, Algonquian",
sjw,Shawnee,Algic,Algonquian,,"Algic, Algonquian",
ats,Gros Ventre,Algic,Algonquian,Arapaho,"Algic, Algonquian, Arapaho",
arp,Arapaho,Algic,Algonquian,Arapaho,"Algic, Algonquian, Arapaho",
atj,Atikamekw,Algic,Algonquian,Cree-Montagnais,"Algic, Algonquian, Cree-Montagnais",
csw,"Cree, Swampy",Algic,Algonquian,Cree-Montagnais,"Algic, Algonquian, Cree-Montagnais",
cwd,"Cree, Woods",Algic,Algonquian,Cree-Montagnais,"Algic, Algonquian, Cree-Montagnais",
crj,"Cree, Southern East",Algic,Algonquian,Cree-Montagnais,"Algic, Algonquian, Cree-Montagnais",
crk,"Cree, Plains",Algic,Algonquian,Cree-Montagnais,"Algic, Algonquian, Cree-Montagnais",
crl,"Cree, Northern East",Algic,Algonquian,Cree-Montagnais,"Algic, Algonquian, Cree-Montagnais",
crm,"Cree, Moose",Algic,Algonquian,Cree-Montagnais,"Algic, Algonquian, Cree-Montagnais",
moe,Montagnais,Algic,Algonquian,Cree-Montagnais,"Algic, Algonquian, Cree-Montagnais",
nsk,Naskapi,Algic,Algonquian,Cree-Montagnais,"Algic, Algonquian, Cree-Montagnais",
mic,Micmac,Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian",
pim,Powhatan,Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian",
pqm,Malecite-Passamaquoddy,Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian",
wam,Wampanoag,Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian",
xnt,Narragansett,Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian",
xpq,Mohegan-Pequot,Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian",
aaq,"Abenaki, Eastern",Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian, Abenaki",
abe,"Abenaki, Western",Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian, Abenaki",
umu,Munsee,Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian, Delaware",
unm,Unami,Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian, Delaware",
nnt,Nanticoke,Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian, Nanticoke-Conoy",
psy,Piscataway,Algic,Algonquian,Eastern Algonquian,"Algic, Algonquian, Eastern Algonquian, Nanticoke-Conoy",
kic,Kickapoo,Algic,Algonquian,Fox,"Algic, Algonquian, Fox",
sac,Meskwaki,Algic,Algonquian,Fox,"Algic, Algonquian, Fox",
alq,Algonquin,Algic,Algonquian,Ojibwa-Potawatomi,"Algic, Algonquian, Ojibwa-Potawatomi",
ciw,Chippewa,Algic,Algonquian,Ojibwa-Potawatomi,"Algic, Algonquian, Ojibwa-Potawatomi",
otw,Ottawa,Algic,Algonquian,Ojibwa-Potawatomi,"Algic, Algonquian, Ojibwa-Potawatomi",
ojb,"Ojibwa, Northwestern",Algic,Algonquian,Ojibwa-Potawatomi,"Algic, Algonquian, Ojibwa-Potawatomi",
ojc,"Ojibwa, Central",Algic,Algonquian,Ojibwa-Potawatomi,"Algic, Algonquian, Ojibwa-Potawatomi",
ojg,"Ojibwa, Eastern",Algic,Algonquian,Ojibwa-Potawatomi,"Algic, Algonquian, Ojibwa-Potawatomi",
ojs,"Ojibwa, Severn",Algic,Algonquian,Ojibwa-Potawatomi,"Algic, Algonquian, Ojibwa-Potawatomi",
ojw,"Ojibwa, Western",Algic,Algonquian,Ojibwa-Potawatomi,"Algic, Algonquian, Ojibwa-Potawatomi",
pot,Potawatomi,Algic,Algonquian,Ojibwa-Potawatomi,"Algic, Algonquian, Ojibwa-Potawatomi",
lmz,Lumbee,Algic,Algonquian,Unclassified,"Algic, Algonquian, Unclassified",
wiy,Wiyot,Algic,Ritwan,,"Algic, Ritwan",
yur,Yurok,Algic,Ritwan,,"Algic, Ritwan",
dta,Daur,Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Dagur",
kxs,Kangjia,Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Mongour",
mjg,Tu,Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Mongour",
peh,Bonan,Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Mongour",
sce,Dongxiang,Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Mongour",
yuy,"Yugur, East",Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Mongour",
bxm,"Buriat, Mongolia",Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Oirat-Khalkha, Khalkha-Buriat, Buriat",
bxr,"Buriat, Russia",Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Oirat-Khalkha, Khalkha-Buriat, Buriat",
bxu,"Buriat, China",Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Oirat-Khalkha, Khalkha-Buriat, Buriat",
khk,"Mongolian, Halh",Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Oirat-Khalkha, Khalkha-Buriat, Mongolian Proper",
mvf,"Mongolian, Peripheral",Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Oirat-Khalkha, Khalkha-Buriat, Mongolian Proper",
xal,Kalmyk-Oirat,Altaic,Mongolic,Eastern,"Altaic, Mongolic, Eastern, Oirat-Khalkha, Oirat-Kalmyk-Darkhat",
mhj,Mogholi,Altaic,Mongolic,Western,"Altaic, Mongolic, Western",
eve,Even,Altaic,Tungusic,Northern,"Altaic, Tungusic, Northern, Even",
evn,Evenki,Altaic,Tungusic,Northern,"Altaic, Tungusic, Northern, Evenki",
orh,Oroqen,Altaic,Tungusic,Northern,"Altaic, Tungusic, Northern, Evenki",
neg,Negidal,Altaic,Tungusic,Northern,"Altaic, Tungusic, Northern, Negidal",
gld,Nanai,Altaic,Tungusic,Southern,"Altaic, Tungusic, Southern, Southeast, Nanaj",
oaa,Orok,Altaic,Tungusic,Southern,"Altaic, Tungusic, Southern, Southeast, Nanaj",
ulc,Ulch,Altaic,Tungusic,Southern,"Altaic, Tungusic, Southern, Southeast, Nanaj",
oac,Oroch,Altaic,Tungusic,Southern,"Altaic, Tungusic, Southern, Southeast, Udihe",
ude,Udihe,Altaic,Tungusic,Southern,"Altaic, Tungusic, Southern, Southeast, Udihe",
juc,Jurchen,Altaic,Tungusic,Southern,"Altaic, Tungusic, Southern, Southwest",
mnc,Manchu,Altaic,Tungusic,Southern,"Altaic, Tungusic, Southern, Southwest",
sjo,Xibe,Altaic,Tungusic,Southern,"Altaic, Tungusic, Southern, Southwest",
uum,Urum,Altaic,Turkic,,"Altaic, Turkic",
chv,Chuvash,Altaic,Turkic,Bolgar,"Altaic, Turkic, Bolgar",
aib,Ainu,Altaic,Turkic,Eastern,"Altaic, Turkic, Eastern",
chg,Chagatai,Altaic,Turkic,Eastern,"Altaic, Turkic, Eastern",
ili,Ili Turki,Altaic,Turkic,Eastern,"Altaic, Turkic, Eastern",
uig,Uyghur,Altaic,Turkic,Eastern,"Altaic, Turkic, Eastern",
uzn,"Uzbek, Northern",Altaic,Turkic,Eastern,"Altaic, Turkic, Eastern",
uzs,"Uzbek, Southern",Altaic,Turkic,Eastern,"Altaic, Turkic, Eastern",
ybe,"Yugur, West",Altaic,Turkic,Eastern,"Altaic, Turkic, Eastern",
atv,"Altai, Northern",Altaic,Turkic,Northern,"Altaic, Turkic, Northern",
alt,"Altai, Southern",Altaic,Turkic,Northern,"Altaic, Turkic, Northern",
cjs,Shor,Altaic,Turkic,Northern,"Altaic, Turkic, Northern",
dlg,Dolgan,Altaic,Turkic,Northern,"Altaic, Turkic, Northern",
kim,Karagas,Altaic,Turkic,Northern,"Altaic, Turkic, Northern",
kjh,Khakas,Altaic,Turkic,Northern,"Altaic, Turkic, Northern",
sah,Yakut,Altaic,Turkic,Northern,"Altaic, Turkic, Northern",
tyv,Tuva,Altaic,Turkic,Northern,"Altaic, Turkic, Northern",
crh,Crimean Tatar,Altaic,Turkic,Southern,"Altaic, Turkic, Southern",
klj,"Khalaj, Turkic",Altaic,Turkic,Southern,"Altaic, Turkic, Southern",
qxq,Kashkay,Altaic,Turkic,Southern,"Altaic, Turkic, Southern",
slr,Salar,Altaic,Turkic,Southern,"Altaic, Turkic, Southern",
azb,"Azerbaijani, South",Altaic,Turkic,Southern,"Altaic, Turkic, Southern, Azerbaijani",
azj,"Azerbaijani, North",Altaic,Turkic,Southern,"Altaic, Turkic, Southern, Azerbaijani",
slq,Salchuq,Altaic,Turkic,Southern,"Altaic, Turkic, Southern, Azerbaijani",
bgx,Balkan Gagauz Turkish,Altaic,Turkic,Southern,"Altaic, Turkic, Southern, Turkish",
gag,Gagauz,Altaic,Turkic,Southern,"Altaic, Turkic, Southern, Turkish",
kmz,Khorasani Turkish,Altaic,Turkic,Southern,"Altaic, Turkic, Southern, Turkish",
tur,Turkish,Altaic,Turkic,Southern,"Altaic, Turkic, Southern, Turkish",
tuk,Turkmen,Altaic,Turkic,Southern,"Altaic, Turkic, Southern, Turkmenian",
kaa,Karakalpak,Altaic,Turkic,Western,"Altaic, Turkic, Western, Aralo-Caspian",
kaz,Kazakh,Altaic,Turkic,Western,"Altaic, Turkic, Western, Aralo-Caspian",
kir,Kyrgyz,Altaic,Turkic,Western,"Altaic, Turkic, Western, Aralo-Caspian",
nog,Nogai,Altaic,Turkic,Western,"Altaic, Turkic, Western, Aralo-Caspian",
jct,Krimchak,Altaic,Turkic,Western,"Altaic, Turkic, Western, Ponto-Caspian",
kum,Kumyk,Altaic,Turkic,Western,"Altaic, Turkic, Western, Ponto-Caspian",
