EA_ID,Society_name_EA,Harmonized_society_name,EA_Alternate_name,EA_revisedFocalYear,EA_references
Ac28,Luimbe,Luimbe,"Baluimbi, Valuimbe",1930,"Baumann, H.  1935.  Berlin.
McCulloch, M.  1951.  The Southern Lunda and RElated Peoples.  London.
"
Ac29,Luwa,Luwa,Balua,1930,"Brau, C.  1942.  Le droit coutumier Lunda.  Bull. Jurisd. Indig. Droit Cout. Congol.  10: 155-267.
"
Ac3,Bemba,Bemba,NA,1900,"1. Principal Authority(ies)
Richards, A. I. and C. Tardits. 1974. A propos du marriage Bemba. L'Homme 14: 111-118.
Richards, A. I. 1940. Bemba Marriage and Present Economic Conditions. Rhodes-Livingstone Papers 4.
Richards, A. I. 1956. Chisungu: A Girl's Initiation Ceremony Among the Bemba. London.
Richards, A. I. 1948. Hunger and Work in a Savage Tribe. Glencoe.
Richards, A. I. 1968. Keeping the King Divine. Proceedings of the Royal Anthropological Institute of Great Britain and Ireland 1968: 23-25.
Richards, A. I. 1939. Land, Labour and Diet in Northern Rhodesia. Oxford.
Richards, A. I. 1950. Some Types of Family Structure Amongst the Central Bantu. African Systems of Kinship and Marriage, ed. A. R. Radcliffe-Brown and D. Forde, pp. 206-251. London.
Richards, A. I. 1951. The Bemba of North-eastern Rhodesia. Seven Tribes of British Central Africa, ed. E. Colson and M. Gluckman, pp. 164-191. London.
Richards, A. I. 1971. The Consilar System of the Bemba of Northern Zambia. Councils in Action, ed. A. I. Richards and A. Kuper. Cambridge.
Richards, A. I. 1940. The Political System of the Bemba Tribe. African Political Systems, ed. M. Fortes and E. E. Evans-Pritchard, pp. 83-120. Oxford.
Tardits, C. 1974. Prix de la femme et mariage entre cousins croises, la cas des Bemba d'Afrique centrale. L'Homme 14: 5-30.
2. Other Dependable Primary Sources
Gouldsbury, C., and A. Sheane. 1911. The Great Plateau of Northern Rhodesia. London.
3. Auxiliary Primary Sources
Delhaise, C. 1908. Chez les Wabemba. Bulletin de la Soci‚t‚ Royale Belge de G‚ographie 32: 173-227, 261-283."
Ac30,Plateau Tonga,Plateau Tonga,Batonga,1940,"Allan, W., M. Gluckman, D. U. Peters, and C. G. Trapell.  1948.  Land Holding and Land Usage Among the Plateau Tonga of Mazabuka District.  Rhodes-Liv. Pap. 14: 1-192.
Colson, E.  1950.  Marriage and the Family Among the Plateau Tonga of Northern Rhodesia.  New York.
Colson, E.  1951.  The Plateau Tonga of Northern Rhodesia. Seven Tribes of British Central Africa,, ed.  E. Colson and M. Gluckman, pp. 94-162.  London.
Colson, E.  1960.  The Social Organization of the Gwembe Tonga. New York.
Jaspan, M. A.  1953.  The Ila-Tonga Peoples of Northwestern Rhodesia.  London.
"
Ac31,Buye,Buye,Babui,1910,"Colle, P.  1913.  Les Baluba.  Coll. Monog. Ethnog. 10-11. Bruxelles.
"
Ac32,Kaonde,Kaonde,Bakaonde,1920,"Melland, F. H.  1923.  In Witchbound Africa.  London.
Watson, W.  1954.  The Kaonde Village.  Rhodes-Liv. Journ. 15: 1-30.
"
Ac33,Lala,Lala,Balala,1940,"Lambo, L.  1946.  Etude, sur les Balala.  Bull. Jurisd. Indig. Droit Cout. Congol. 14: 231-256, 273-300, 313-246.
Munday, J. T.  1941.  Some traditions of the Nyendwa Clan of Northern Rhodesia.  Bantu Stud. 14: 435-454.
Whiteley, W.  1951.  Bemba and Related Peoples of Northern Rhodesia.  London.
"
Ac34,Luapula,Luapula,Bena Kazembe,1940,"Cunnison, I. G.  1950.  Kinship and Local Organization in the Luapula.  Commun. Rhodes-Liv. Inst. 5: 1-32.
Cunnison, I. G.  1959.  The Luapula Peoples of Northern Rhodesia. Manchester.
Gamitto, A. C. P.  1854.  Muata Cazembe  Lisboa.
Slaski, J.  1951.  Peoples of the Lower Luapula Valley. London.
"
Ac35,Shila,Shila,"Awasira, Bashila, Wasira",1900,"Brohez.  1905.  Les Balubas.  Bull. Soc. Roy. Belge Geog. 29: 460-478.
Marchal, R.  1935.  La famille chez les Bashila. Bull. 
Jurisd. Indig. Droit Cout. Congol. 3: 98-112.
 
"
Ac36,Tumbuka,Tumbuka,"Atimbuka, Batumbaka, Watumbaka",1920,"Sanderson, M.  1923.  The Relationship System of the Wangonde and Wahenga Tribes.  Journ. Roy. Anth. Inst. 53: 448-459.
Tew, M.  1950.  Peoples of the Lake Nyasa Region.  London.
Young, T. C.  1931.  Notes on the Customs and Folk-Lore of the Tumbuka-Kamanga Peoples.  Livingstonia.
"
Ac37,Kunda,Kunda,Achikunda,1950,"Bruwer, J. P. van S.  1958.  Matrilineal Kinship Among the Kunda.  AFrica 28: 207-224.
"
Ac38,Nyanja,Nyanja,"Anyanja, Wanyanja",1910,"Malekebu, B. E.  1952.  Unkhoswe Waanyanja, ed.  G. Atkins.  London.
Stannus, H. S. 1910.  Notes on Some Tribes in British Central Africa. Journ. Roy. Anth. Inst. 40: 285-335.
Tew, M.  1950.  Peoples of the Lake Nyasa Region.  London.
Werner, A.  1906.  The Natives of British Central Africa. London.
"
Ac39,Nyasa,Nyasa,"Anyassa, Wanyassa",1920,"Johnson, W. P.  1922.  Nyasa: The Great Water.  London.
Tew, M.  1950.  Peoples of the Lake Nyasa Region.  London.
 
"
Ac4,Kuba,Kuba,Bakuba,1910,"Torday, E., and T. A. Joyce.  1910.  Notes ethnographiques sur les peuples communement appeles Bakuba.  Bruxelles.
Vansina, J.  1954.  Les tribus Ba-Kuba et les peuplades apparentees.  Ann. Mus. Roy.  Congo Belge, Monog. Ethnogr. 1:  1-64.  (Also separately published in         London.)
Vansina, J.  1962.  Personal communication.

"
Ac40,Sena,Sena,"Asena, Wasena",1900,"Maugham, R. C. F.  1910.  Zambesia.  London.
Menteiro Lopez, M.  1906.  Usages and Customs of the Natives of Sena. Jounr. Afr. Soc. 6: 350-366.
Schebesta, P.  1926.  Zur Ethnographie der Asena am underen Sambesi.  Biblioth. AFr. 2: 201-208.  Innsbruck.
"
Ac41,Makonde,Makonde,Wamakonde,1900,"Behr, H. F. von.  1893.  Die Volker zwischen Rufiyi und Rovuma.  Mitt. Deutsch.  Schutzgeb.  6: 69-87.
Weule, K.  1908.  Wissenschaftliche Ergebnisse meiner ethnographischen Forschungsreise in den Sudosten Deutsch-Ostafrikas.  Mitt. Deutsch.  Schutzgeb., Erganzungshefte 1: 75-124.
 
"
Ac42,Makua,Makua,Wamakua,1900,"Tew, M.  1950.  Peoples of the Lake Nyasa Region.  London.
Weule, K.  1908.  Wissenschaftliche Ergebnisse meiner ethnographischen Forschungsreise in den Sudosten Deutsch-Ostafrikas.  Mitt. Deutsch.  Schutzgeb., Erganzungshefte 1: 75-124.
 
"
Ac43,Mambwe,Mambwe,Amambwe,1910,"Watson, W.  1954.  Tribal Cohesion in a Money Economy. London.
Willis, R. G.  1966.  The Fipa and Related Peoples. London.
"
Ac5,Lamba,Lamba,"Balamba, Walamba",1920,"Doke, C. M.  1931.  The Lambas of Northern Rhodesia. London.
Mitchell, J. C., and J. A. Barnes.  1950.  The Lamba Village.  Comm. Sch. Afr. Studies, n.s., 24: 1-69.  Cape Town.
"
Ac6,Ndembu,Ndembu,"Andembu, Southern Lunda",1930,"Baumann, H.  1935.  Lunda.  Berlin.
Turner, V. W.  1957.  Schism and Continuity in an African Society.  Manchester.
McCulloch, M.  1951.  The Southern Lunda and Related Peoples.  London.
Chook, P. P.  1967.  Kinship and Culture: Some Problems in Ndembu Kinship.  Southw. Journ. Anth.  23: 74-89.
Turner, Victor W.  V-33.  1966.  ""Colour classification in Ndembu ritual,"" in Michael Banton, ed., Anthropological Approaches to the Study of Religion, London, Tavistock: 47-84.
"
Ac7,Yao,Yao,"Achawa, Wayao",1920,"Mitchell, J. C.  1956.  The Yao Village.  Manchester.                                                                                                                                                                                                                                      Mitchell, J. C.  1951.  The Yao of Southern Nyasaland.  Seven Tribes of British Central Africa, ed. Colson and Gluckman, pp. 292-353.  London.
Sanderson, M.  1920.  Relationships Among the Wayao. Journ. Roy. Anth. Inst. 50: 369-376.
Stannus, H. S.  1922.  The Wayao of Nyasaland.  Harvard Afr. St. 3: 229-272.
Lawson, Audrey.  1949.  ""An outline of the relationship systems of the Nyanja and Yao tribes in South Nyasaland,""  African Studies 8: 180-90.
Mitchell, James Clyde.  1949.  ""Modern political organization among the Yao,"" African Studies 8: no. 3.
"
Ac8,Yombe,Yombe,"Bayombe, Mayombe",1930,"Van Reeth, E. P.  1935.  De rol van den moederlijken oom in de inlandsche familie.  Mem. Inst. Roy. Colon.  Belge 5: 3-35
Deleval, H.  1912.  Les tribus Kavati du Mayombe.  Rev. Congolaise 3: 32-40, 103-115, 170-186, 253-264.
De Cleene, N.  1937.  La structure de la societe Yombe. Bull. Seances Inst. Roy.  Colon. Belge 8: 44-51.
De Cleene, N.  1937.  La famille dans l'organisation sociale du Mayombe.  AFrica 10: 1-16.
Van Overbergh, C.  1907.  Les Mayombe.  Collec. Monog. Ethnog.  2: 1-470.  Bruxelles.
"
Ac9,Ngoni,Ngoni,Angoni,1940,"Barnes, J. A.  1951.  The Fort Jameson Ngoni.  Seven Tribes of British Central Africa, ed.  Colson and Gluckman, pp. 194-252.  London.
Tew, M.  1950.  Peoples of the Lake Nyasa Region.  London.
Barnes, James A.  1954.  Politics in a Changing Society. A Political History of the Fort Jameson Ngoni.  London: Oxford University Press.
066 Ngoni in northern Malawi (12S, 34E), 1935 to 1939 (three-and-one-half years).
Read, Margaret.  1960.  Children of their fathers, growing up among the Ngoni of Nyasaland, New Haven, Yale University Press.
"
Ad1,Bajun,Bajun,"Bagiuni, Barjun, Wagunya ",1950,"Grottanelli, V. L.  1955.  Pescatori dell'Oceano Indiano. Roma.
"
Ad10,Shambala,Shambala,"Sambara, Waschambala",1910,"Winans, E. V.  1962.  Shambala: The Constitution of a Traditional State.  London. 
eichhorn, A.  1911-24.  Beitrage zur Kenntnis der Waschambaa.  Baessler-Archiv 1: 155-222; 3: 69-131; 7: 56-98; 8: 1-53.
Wohlrab, I. von.  1918.  Das Recht der Schambala.  Arch. f. Anth. 44: 160-181.
Lang, F. H.  1903.  Die Waschambala.  Rechtsverhaltnisse von eingeborenen Volker in AFrika und Ozeanien, ed. S. R. Steinmetz, pp. 218-267.  Berlin.
Warburg, O.  1894.  Die Kulturpflanzen Usambaras.  Mitt. Deutsch.  Schutzgeb. 7: 131-199.
"
Ad11,Bena,Bena,Wabena,1930,"Culwick, A. T., and G. M. Culwick, 1935.  Ubena of the Rivers.  London.
"
Ad12,Gusii,Gusii,"Gizii, Kissi, Kosova",1940,"Mayer, P.  1949.  The Lineage Principle in Gusii Society. Int. Afr. Inst. Memorandum 24: 1-35.
Mayer, P.  1950.  Gusii Bridewealth, Law and Custom.  Rhodes-Liv. Pap. 18: 1-67.
Mayer, P.  1953.  Gusii Initiation Ceremonies.  Journ. Roy. Anth. Inst. 83: 9-36.
Le Vine, R. A.  1959.  Gusii Sex Offenses.  Amer. Anth. 61: 965-990.
Mayer, I.  1965.  From Kinship to Common Descent: Four-Generation Genealogies Among the Gusii.  Africa 35: 366-384. Robert LeVine and Barbara LeVine, ""Nyansongo: a Gusii community in Kenya,"" in Six Cultures: Studies in Child Rearing, Beatrice Whiting, ed., New York, John Wiley and Sons, 1963.
"
Ad13,Chiga,Chiga,"Bachiga, Ciga, Kyiga",1930,"Edel, M. M.  1957.  The Chiga of Western Uganda.  New York.
Edel, M. M.  1937.  The Bachiga of East Africa.  Cooperation and Competition Among Primitive Peoples, ed. M. Mead, pp. 127-152.  New York.
Taylor, B. K.  1962.  The Western Lacustrine Bantu. London.
"
Ad14,Luguru,Luguru,NA,1930,"1.Principal Authority(ies)
Beidelman, T. C. 1967. The Matrilineal Peoples of Eastern Tanzania. London.
Scheerder, ??, and Tastevin, ??. 1950. Les Wa lu guru. Anthropos 45:241-286.
2.Other Dependable Primary Sources
Christensen, J. B. 1963. Utani: Joking, Sexual License and Social Obligations Among the Luguru. American Anthropologist 65:1314-1327.
McVicar, J. n.d. Notes on the Waluguru. Ms.
Young, R., and H. Fosbrooke. 1960. Land and Politics Among the Luguru of Tanganyika. London.
3.Auxiliary Primary Sources
Brain, J. L. 1969. Matrilineal descent and marital stability: A Tanzanian case. Journal of Asian and African Studies 4(2): 122-131.
Mluanda, M. 1971. Traditional practices among the Luguru in Eastern Tanzania. Bulletin of the International Committee on Urgent Anthropological and Ethnological Research 13: 57-65."
Ad15,Iwa,Iwa,"Awiwa, Wawiwa, Wiwa",1900,"Chisholm, J. A.  1910.  Notes on the Manners and Customs of the Winamwanga and Wiwa. Journ. Afr. Soc. 9: 360-387.
Coxhead, J. C. C.  1914.  The Native Tribes of Northeastern Rhodesia. Roy. Anth. Inst. Occ. Pap. 5: 43-57.
Wilson, M.  1958.  The Peoples of the Nyasa-Tanganyika Corridor.  Comm. Sch. Afr. Stud., Univ. Cape Town, n.s., 29: 1-75.
Ad15: Iwa.  P: 12,250 in 1953.  Addenda and corrigenda.
Willis, R. G.  1966.  The Fipa and Related Peoples. London.
"
Ad16,Ngonde,Ngonde,"Konde, Nkonde, Wangonde",1920,"Mackenzie, D. R.  1925.  The Spirit-ridden Konde.  London.
Sanderson, M.  1923.  The Relationship Systems of the Wangonde and Wahenga Tribes. Journ. Roy. Anth. Inst. 53: 448-459.
Tew, .  1950.  The Peoples of the Lake Nyasa Region. London.
"
Ad17,Safwa,Safwa,Wassafwa,1920,"Kootz-Kretschmer, E.  1926-29.  Die Safwa.  3V.  Berlin."
Ad18,Bende,Bende,"Vende, Wabende",1910,"Avon.  1915-16.  Vie sociale des Wabende am Tanganika. Anthropos 10-111: 98-113.
Majerus.  1915-16.  Das Eberecht der Wabende.  Anthropos 10-11: 781-788.
"
Ad19,Fipa,Fipa,Wafipa,1910,"Fromm, P.  1912.  Ufipa--Land und Leute. Mitt. Deutsch. Schutzgeb. 25: 79-101.
Popplewell, G. D.  1937.  Notes on the Fipa.   Tanganyika Notes Rec. 3: 99-105.
Ad19: Fipa.   P: 86,000 in 1957.  Addenda and corrigenda.
Wills, R. G.  1966.  The Fipa and Related Peoples. London.
"
Ad2,Nyoro,Nyoro,"Banyoro, Kitara",1950,"Beattie, J. H. N.  1960.  Bunyoro.  New York.                                                                                                                                                                                                                                                                Beattie, J. H. N.  1957-58.  Nyoro Kinship, Marriage and Affinity. Africa 27:  317-340; 28: 1-22.
Corrigenda.                                                                                                                                                                                                                                                                                                          Taylor, B. K.  1962.  The Western Lacustrine Bantu. London.
Roscoe, J.  1923.  The Bakitara or Banyoro.  Cambridge.
Beattie, J. H. N.  1965.  Understanding an African Kingdom: Bunyoro, New York.
Richards, Audrey I., ed.  1960.  East African Chiefs.  A Study of Political Development in some Uganda and Tanganyika Tribes.  London: Faber and Faber Ltd
"
Ad20,Nyamwezi,Nyamwezi,"Banyamwezi, Wanyamwezi",1920,"Blohm, W.  1931-33.  Die Nyamwezi.  3V.  Bamburg.
Bosch, F.  1930.  Les Banyamwezi.  Munster.
Spellig, F.  1927.  Die Wanjamwezi.  Zeits. Ethnol.  59: 201-252.
"
Ad21,Pimbwe,Pimbwe,Bapimbwe,1930,"Comment.  Column 12: Alternatively Ts, in which case children are affiliated with the mother's group.  Column 73: But formerly N in some chiefdoms.  Columns 74 and 76: But only by sons of wives obtained by a bride-price.
"
Ad22,Sukuma,Sukuma,"Basukuma, Wassukuma",1950,"Cory, H.  1953.  Sukuma Law and Custom.  London.
Malcolm, D. W.  1953.  Sukumaland.  London.
Abrahams, R. G.  1967.  The Peoples of Greater Unyamwezi. London.
"
Ad23,Sangu,Sangu,Rori,1910,"Heese, 1913.  Sitte und Brauch der Sango. ARch. Anth. 40: 134-146.
Mumford, W. B.  1934.  The Hehe-Bena-Sangu Peoples of East Africa. Amer. Anth. 36: 203-222.
"
Ad24,Gogo,Gogo,Wagogo,1910,"Claus, H.  1911.  Die Wagogo.  Baessler-Arch., Beihefte 2: 1-72.
Paulssen, F.  1922.  Rechtsanschauungen der Wagogo. Baessler-Arch.  6: 161-175.
Schaegelen, R. T.  1938.  Le tribu des Wagogo.  Anthropos 33: 195-217, 515-657.
Rigby, P.  1966.  Dual Symbolic Classification Among the Gogo.  Africa 36: 1-17.
"
Ad25,Rangi,Rangi,"Irangi, Langi, Warangi",1900,"Baumstark.  1900.  Die Warangi. Mitt. Deutsch.  Schutzgeb. 13: 45-60.
Gray, R. F.  1953.  Notes on Irangi Houses.  Tanganyika Notes Rec. 35: 45-52.
Kannenberg.  1900.  Reise durch die hamitischen Sprachgebiete um Kondo.  Mitt. Deutsch. Schutzgeb. 13: 144-172.
"
Ad26,Turu,Turu,"Lima, Walimi, Waniaturu",1910,"Sick, E. von.  1916.  Die Waniaturu.  Baessler-Arch. 5: 1-62.
"
Ad27,Kwere,Kwere,Wakwere,1880,"Picarda.  1886.  Autour du Mandera: Notes sur l'Ouzigoua, l'Oukwere et l'Oudoe.  Missions Catholiques 18: 184-346.
Reidelman, T. O.  1967.  The Matrilineal Peoples of Eastern Tanzania.  London.
"
Ad28,Zigula,Zigula,"Seguha, Wazigua, Zegura",1880,"Beidelman, T. O.  1967.  The Matrilineal Peoples of Eastern Tanzania.  London.
Baumann, O.  1891.  Usambara und seine Nachbargebiete. Berlin.
Picarda.  1886.  Autour du Mandera: Notes sur l'Ouzigoua, l'Oukwere et l'Oudoe.  Missions Catholiques 18: 184-346.

"
Ad29,Hadimu,Hadimu,Wahadimu,1930,N/A
Ad3,Chagga,Chagga,"Dschagga, Wachagga",1910,"Gutmann, B.  1926.  Das Recht der Dschagga.  Arbeiten zur Entwicklungs-psychologie 7: 1-778.  Munchen.
Raum, O. F.  1940.  Chaga Childhood.  Oxford.
Chagga of Mt. Kilimanjaro (3 to 4S, 37 to 38E) in 1906.
Gutmann, B.  1913.  Feldbausitten und Wachstumsbrauche der Wadeschagga.  Zeitschrift fur Ethnologie 45:  475-511.
Gutmann, B.  1926.  Das Recht der Dschagga.  Arbeiten zur Entwicklungspsychologie 7: 1-1733.  Munchan.
Dundas, C.  1924.  Kilimanjaro and Its Peoples.  London.
Abbott, W. R.  1892.  Ethnological Collections.  Reports of the U. S. National Museum, 1890-91, 381-428.
Stahl, Kathleen M.  1964.  History of the Chagga people of Kilimanjaro.  The Hague, Mouton.
"
Ad30,Digo,Digo,"Adigo, Wadigo",1890,"Baumann, O.  1891.  Usambara und seine Nachbargebiete. Berlin.
Prins, A. H. J.  1952.  The Coastal Tribes of the North-Eastern Bantu.  London.
St. Paul-Hilaire.  1895.  Ueber die Rechtsgewohnheiten der im Bezirk Tanga ansassigen Farbigen. Mitt. Deutsch. Schutzgeb.  45: 326-354.
"
Ad31,Duruma,Duruma,Waduruma,1910,"Prins, A. H. J.  1952.  The Coastal Tribes of the North-Eastern Bantu.  London.
Werner, A.  1915.  The Bantu Coast Tribes of the East Africa Protectorate. Journ. Roy. Anth. Inst. 45: 326-354.
"
Ad32,Giriama,Giriama,"Kiriama, Wagiryama",1900,"Barrett, W. E. H.  1911.  Notes on the Customs and Beliefs of the Wa-Giriama. Journ. Roy. Anth. Inst. 41: 20-28.
Johnstone, H. B.  1902.  Notes on the Customs of the Tribes occupying Mombasa Sub-District. Journ. Roy. Anth. Inst. 32: 263-272.
Princs, A. H. J.  1952.  The Coastal Tribes of the North-Eastern Bantu, London.
"
Ad33,Pokomo,Pokomo,Wapokomo,1900,"Fischer, G. A.  1878-79.  Das Wapokomo-Land und seine Bewohner. Mitt. Geog. Ges. Hamburg 2: 1-57.
Kraft, A.  1903.  Die Wapokomo.  REchtsverhaltnisse von eingeborenen Volkern in Afrika und Ozeanien, ed. S. R. Steinmetz, pp. 283-293.  Berlin.
Prins, A. H. J.  1952.  The Coastal Tribes of the North-Eastern Bantu.  London.
Werner, A.  1913.  Some Notes on the Wapokomo of the Tana Valley. Journ. Afr. Soc. 12: 359-384.
"
Ad34,Kamba,Kamba,"Akamba, Wakamba",1910,"Dundas, C.  1915.  The Organization and Laws of Some Bantu Tribes of East Africa.  Journ. Roy Anth. Inst. 45: 234-306.
Hildebrandt, J. M.  1878.  Ethnograpische Notizen uber Wakamba und ihre Nachbaren.  Zeits. Ethnol. 10: 347-406.
Lindblom, G.  1916.  The Akamba.  Uppsala.
Middleton, J.  1953.  The Kikuyu and Kamba of Kenya. London.
Penwill, J. D.  1951.  Kamba Customary Law.  London.
"
