ID,Name,Orig.latitude,Orig. longitude,revised.latitude,revised.longitude,B501_SUBPOP,B501_TLPOP,B501_Area,B501_Density,B501_Gather,B501_Hunt,B501_Fish,B501_SUBSP,B501_GRPPAT,B501_GROUP1,B501_GROUP2,B501_GROUP3,B501_NOMOV,B501_DISMOV,B501_VEGNU,B501_SOIL,B603_NoDataPts,B603_MHt,B603_FHt,B603_HtQual,B603_MWt,B603_FWt,B603_WtQual,B603_References,B801_NoDataPts,B801_Grp1_Disp,B801_Grp2_Agg,B801_PeriodicAgg,B801_References,B804_NoDataPts,B804_NoMovesYear,B804_DistMoved,B804_Ref,B807_NoDataPts,B807_PctPolygyny,B807_PctPolygynyQual,B807_MMarrAge,B807_FMarrAge,B807_References,B901_NoDataPts,B901_SYSTATE3,B901_MHSSET,B901_MHSET2,B901_FAMHOUS,B901_G2MHS,B901_G2MHSET2,B901_G2MHSET3,B901_G2BASORD,B901_PREVALUE,B901_PREDG2MH,B901_G1FAMSZ,B901_G2FAMSZ,B901_G1MHS,B901_POLYSCAL,B901_POLPOS,B901_CLASS,B901_PEROGAT,B901_MONEY,B901_OCCSPE,B901_COMMON,B901_COMSTFUN,B901_OWNERS
B244,Kiowa Apache,35.83,-98.90,35.83,-98.90,n,1908.00,460.00,4.14,10.00,90.00,0.00,1,1,0.00,291.00,0.00,0.00,0.00,8,M,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,291,NA,Bamforth 1988:106-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,NA,40.08,6,3,12,8.50,8.5,NA,NA,4.48,3,1,1,3,1,1,2,2,3
B245,Cheyenne,38.83,-102.35,38.83,-102.35,n,2750.00,570.00,4.82,15.00,80.00,5.00,1,1,45.00,275.00,687.00,18.00,390.00,18,D,NA,NA,NA,NA,NA,NA,NA,NA,1,45,275,687,"Moore 1987:180-86, 194",1,18,390,Gussow 1954; Moore 1987:163-75,1,26,NA,NA,NA,"Moore 1987:178, 179, 320",1,1,4,5,1.04,34.68,6,3,11,7.86,7.86,5.91,36.09,5.67,4,1,2,3,1,1,2,1,3
B246,Arapaho,40.13,-102.72,40.13,-102.72,n,3000.00,400.00,7.50,20.00,80.00,0.00,1,1,36.00,325.00,750.00,0.00,0.00,18,M,NA,NA,NA,NA,NA,NA,NA,NA,1,36,325,750,Flannery 1953:54; Gussow et al. 1974:23,NA,NA,NA,NA,1,22,NA,27,15,"Eggan 1937:61-62; Hilger 1952:193, 197, 198",1,1,4,5,NA,44.16,6,3,12,8.71,8.71,NA,NA,4.89,3,1,1,2,1,1,2,1,3
B248,Crow,45.83,-108.48,45.83,-108.48,n,4650.00,800.00,5.81,20.00,80.00,0.00,1,1,66.00,330.00,1500.00,31.00,570.00,18,D,NA,NA,NA,NA,NA,NA,NA,NA,1,66,330,1500,Bamforth 1988:106-9; Denig 1961:165,1,31,570,Denig 1961:159; Kelly 1995:table 4.1,1,48,NA,27,16,Denig 1953:34,1,1,4,5,NA,37.5,6,3,12,8.79,8.79,NA,NA,7.5,3,1,2,3,1,1,3,1,3
B249,Teton Sioux (Lakota),44.50,-102.27,44.50,-102.27,n,12725.00,1450.00,8.77,10.00,90.00,0.00,1,1,38.00,283.00,500.00,0.00,0.00,18,M,1,1724,1600,NA,NA,NA,NA,Sullivan 1920:169,1,38,283,500,Culbertson 1952:135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,NA,32.34,6,3,11,8.00,8,NA,NA,4.34,4,1,2,3,1,1,3,1,3
B250,Kutenai,47.48,-114.08,47.48,-114.08,n,1200.00,595.00,2.01,15.00,45.00,40.00,1,1,0.00,122.00,0.00,13.00,285.00,18,M,1,1690,1569,NA,67.8,NA,NA,Chamberlain 1892:564-82,1,NA,122,NA,Chamberlain 1892:551,1,13,285,Turney-High 1941:53-55,1,NA,NA,20,16,"Turney-High 1941:119, 130",1,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,3,1,2,2,1,1,2,2,3
B252,Bannock,43.66,-112.32,43.66,-112.32,n,1500.00,649.00,2.31,30.00,50.00,20.00,1,1,43.00,170.00,650.00,0.00,0.00,18,U,1,1685,NA,NA,NA,NA,NA,Boas 1899:753,1,43,170,650,Steward 1938:201-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,NA,28.33,6,3,10,6.09,6.09,NA,NA,7.17,3,1,2,2,1,1,2,1,3
B253,Gros-Ventre,48.12,-105.60,48.12,-105.60,n,2260.00,670.00,3.37,20.00,80.00,0.00,1,1,34.00,188.00,445.00,24.00,420.00,18,M,NA,NA,NA,NA,NA,NA,NA,NA,1,34,188,445,Bamforth 1988:106-9; Swanton 1952:278,1,24,420,Flannery 1953:23-24,1,NA,NA,20,10.5,Flannery 1953:171,1,1,4,5,NA,23.27,5,3,10,6.40,6.4,NA,NA,4.21,3,1,2,3,1,3,2,1,1
B254,Bungi (Plains Ojibwa),47.60,-97.25,47.60,-97.25,n,2000.00,716.80,2.79,10.00,75.00,15.00,1,1,40.00,250.00,500.00,0.00,0.00,18,M,NA,NA,NA,NA,NA,NA,NA,NA,1,40,250,500,Skinner 1914:477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,3,1,1,3,1,1,2,1,1
B255,Peigan,49.34,-111.21,49.34,-111.21,n,1525.00,600.00,2.54,20.00,80.00,0.00,1,1,45.00,254.00,762.00,21.00,560.00,18,M,NA,NA,NA,NA,NA,NA,NA,NA,1,45,254,762,Ewers 1955:303,2,24.5,700,Ewers 1955:125-27; Kehoe 1993:89,1,20,NA,NA,NA,DeJong 1912:192-97,1,1,4,5,NA,31.59,6,3,11,7.51,7.51,NA,NA,5.6,3,1,2,3,1,1,2,1,1
B256,Blackfoot,51.01,-110.76,51.01,-110.76,n,2425.00,700.00,3.46,20.00,75.00,5.00,1,1,70.00,346.00,1100.00,30.00,540.00,18,M,NA,NA,NA,NA,NA,NA,NA,NA,1,70,346,1100,Bushnell 1922:26; Ewers 1955:303,1,30,540,Ewers 1955:123-29,3,22,NA,29,13,Wissler 1911:11; Lewis 1973:40,1,1,4,5,NA,43.74,6,3,12,9.06,9.06,NA,NA,8.85,3,1,2,3,1,1,2,1,1
B257,Assiniboine,49.49,-102.43,49.49,-102.43,n,4500.00,1400.00,3.21,20.00,70.00,10.00,1,1,55.00,159.00,850.00,0.00,0.00,18,M,NA,NA,NA,NA,NA,NA,NA,NA,1,55,159,850,Bushnell 1922:32-33; Culbertson 1952:107; Lowrie and Clarke 1832,NA,NA,NA,NA,1,25,NA,23,14,"Denig 1930:504, 511",1,1,4,5,NA,20,5,3,9,5.91,5.91,NA,NA,6.92,3,1,1,3,1,1,2,1,1
B258,Plains Cree,51.86,-102.67,51.86,-102.67,n,4650.00,1700.00,2.73,10.00,75.00,15.00,1,1,40.00,75.00,285.00,0.00,0.00,10,M,NA,NA,NA,NA,NA,NA,NA,NA,1,40,75,285,"Bamforth 1988:106-109; Bushnell 1922:20, 21",NA,NA,NA,NA,1,NA,NA,25,17.5,Mandelbaum 1940:246,1,1,5,1,NA,17.52,6,3,7,4.49,4.49,NA,NA,9.35,3,1,1,2,1,1,2,1,1
B259,Blood,52.79,-113.86,52.79,-113.86,n,3110.00,700.00,4.44,10.00,85.00,5.00,1,1,42.00,250.00,800.00,0.00,0.00,18,M,NA,NA,NA,NA,NA,NA,NA,NA,1,42,250,800,Bamforth 1988:106-109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,NA,31.25,6,3,11,7.44,7.44,NA,NA,5.25,3,1,2,3,1,1,2,1,1
B260,Sarsi,53.15,-111.04,53.15,-111.04,n,700.00,400.00,1.75,10.00,82.00,8.00,1,1,43.00,140.00,300.00,18.00,440.00,22,M,NA,NA,NA,NA,NA,NA,NA,NA,1,43,140,300,Bamforth 1988:106-109; Jenness 1938:10-11,1,18,440,Jenness 1938:12,1,NA,NA,16.5,14,Jenness 1938:21-24,1,1,4,5,NA,18.54,5,3,9,5.59,5.59,NA,NA,5.7,3,1,1,NA,1,1,2,1,1
B268,Squamish,49.77,-123.19,49.77,-123.19,n,1700.00,30.00,56.50,15.00,25.00,60.00,3,2,0.00,106.00,0.00,2.00,34.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,106,NA,"Suttles 1990:453, 473",1,2,34,Drucker 1990:464; Kelly 1995:table 4.1,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2,1,2,4,2,3,1,1,2
B269,Alsea,44.42,-123.84,44.42,-123.84,n,1500.00,15.50,96.80,10.00,15.00,75.00,3,2,0.00,0.00,0.00,3.00,22.00,11,U,1,1652,1486,NA,NA,NA,NA,Boas 1891:433,NA,NA,NA,NA,NA,1,3,22,Drucker 1939,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,3,2,2,2,2
B270,Puyallup,47.11,-122.04,47.11,-122.04,n,441.00,12.00,36.75,15.00,15.00,70.00,3,2,28.00,145.00,0.00,2.00,50.00,11,M,NA,NA,NA,NA,NA,NA,NA,NA,1,28,145,NA,Smith 1940a:7-14,1,2,50,"Smith 1940a:7-32, 1940b:138-42",1,10,NA,20,14,"Smith 1940b:38-39, 166",1,6,2,3,6,4.83,3,1,9,30.53,30.25,5.6,29,0.93,2,1,2,4,1,3,2,5,4
B271,Twana,47.55,-123.16,47.55,-123.16,n,965.50,29.80,32.40,10.00,20.00,70.00,3,2,0.00,80.00,0.00,4.00,65.00,11,U,1,1651,NA,NA,64.4,NA,NA,Eells 1887:273,1,NA,80,NA,Elmendorf 1960:32-55,1,4,65,Elmendorf 1960:253-65; Kelley 1995: table 4.1,1,6,NA,NA,NA,Eells 1887:612-15,1,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,22.16,NA,3,1,2,3,1,3,2,5,4
B272,Chehalis,46.87,-123.67,46.87,-123.67,n,4000.00,182.00,21.97,15.00,20.00,65.00,3,2,0.00,110.00,0.00,0.00,0.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,110,NA,Taylor 1974a:187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,3,NA,4.23,3,1,8,23.67,22.97,NA,NA,NA,2,1,2,2,1,4,2,1,4
B273,Nootka,49.34,-125.74,49.34,-125.74,n,14000.00,91.00,153.90,5.00,5.00,95.00,3,2,0.00,195.00,0.00,3.00,25.00,11,U,1,1616,NA,NA,NA,NA,NA,Cybulski 1990b:54,1,NA,195,NA,Drucker 1951:222-49; Koppert 1930b:53,1,3,25,Schalk 1978:126,1,9,NA,20,16,"Drucker 1951:281, 284, 287, 297",1,7,2,3,9.01,4.88,3,1,10,40.33,40.64,NA,43.92,NA,4,1,3,5,2,4,2,5,4
B274,Chinook,46.06,-123.75,46.06,-123.75,n,5000.00,148.00,33.80,15.00,10.00,75.00,3,2,0.00,52.00,0.00,2.00,28.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,52,NA,Ray 1938:38-41,1,2,28,"Ray 1937:366, 1938:38-42, 55",1,8,NA,19,15,"Ray 1938:63-67, 73",1,6,2,3,NA,2.6,2,4,6,12.30,NA,NA,NA,NA,3,1,2,4,4,3,1,3,4
B275,Coos,43.43,-124.11,43.43,-124.11,n,2000.00,19.20,104.20,10.00,10.00,80.00,3,2,0.00,58.00,0.00,0.10,0.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,58,NA,Boyd 1990:136; Zenk 1990:572,1,0.1,0.1,Zenk 1990:572-74,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,2,2,5,4,3,2,3,4
B276,Lillooet,50.46,-123.00,50.46,-123.00,n,4000.00,170.00,23.50,10.00,40.00,50.00,3,2,0.00,85.00,0.00,8.00,90.00,18,U,1,1633,1532,NA,NA,NA,NA,Boas and Farrand 1899:630,1,NA,85,NA,Teit 1906:199,1,8,90,Hayden 1997:18-22,1,NA,NA,26,17,Teit 1906:264-65,1,7,3,4,NA,8.95,4,2,7,8.77,8.77,NA,NA,NA,3,1,3,2,2,1,2,1,4
B277,Lummi,48.84,-122.34,48.84,-122.34,n,459.00,4.10,104.63,10.00,15.00,75.00,3,2,0.00,140.00,0.00,2.00,20.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,140,NA,Stern 1934:7,1,2,20,Stern 1934:43-53,1,NA,NA,19,15,Stern 1934:23-26,1,7,3,4,NA,8.75,4,2,9,12.40,12.4,NA,NA,NA,3,1,3,2,2,4,2,1,2
B278,Quinault,47.38,-123.82,47.38,-123.82,n,1661.00,28.30,58.70,10.00,15.00,75.00,3,2,0.00,36.00,0.00,2.00,12.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,36,NA,Schalk 1978:165,1,2,12,Olson 1936:93-94,NA,NA,NA,NA,NA,NA,1,6,NA,NA,4,1.95,2,4,4,9.16,NA,NA,7.81,NA,2,1,3,4,4,3,2,2,4
B279,Stalo,49.23,-122.70,49.23,-122.70,n,1650.00,25.00,66.00,10.00,15.00,75.00,3,2,0.00,37.00,0.00,4.00,40.00,11,U,1,1639,NA,NA,NA,NA,NA,Cybulski 1990b:54,1,NA,37,NA,Duff 1952:45,1,4,40,Schalk 1978:126,1,NA,NA,17,14,"Duff 1952:52, 92",1,6,2,3,NA,NA,1,1,4,9.36,7.8,NA,7.79,NA,2,1,2,4,2,2,2,1,4
B280,Cowichan,48.41,-123.64,48.41,-123.64,n,347.00,10.00,34.75,10.00,30.00,60.00,3,2,0.00,48.00,0.00,6.00,60.00,11,U,1,1610,1495,NA,NA,NA,NA,Wilson 1866:278,1,NA,48,NA,Suttles 1990: 462; Wilson 1866:286,1,6,60,Wilson 1866:286,1,NA,NA,17,15,Hill-Tout 1904:319,1,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,2,3,2,2,2,1,4
B281,Tillamook,45.40,-123.82,45.40,-123.82,n,1500.00,36.30,41.32,30.00,25.00,45.00,3,2,0.00,65.00,0.00,2.00,16.00,11,I4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,65,NA,Seaburg and Miller 1990:561,1,2,16,Taylor 1974a:33-41,NA,NA,NA,NA,NA,NA,1,6,2,3,NA,4.64,3,1,6,14.85,13.62,NA,NA,NA,2,1,2,2,3,3,2,1,4
B282,Comox,50.00,-125.50,50.00,-125.50,n,2475.00,45.00,55.00,10.00,15.00,75.00,3,2,0.00,240.00,0.00,0.00,0.00,11,I4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,240,NA,Kennedy and Bouchard 1990:450-51,NA,NA,NA,NA,1,NA,NA,17,14,Kennedy and Bouchard 1990:448,1,7,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,3,2,3,3,3,4,2,1,4
B283,Bella-Bella,52.87,-127.87,52.87,-127.87,n,2000.00,97.50,20.51,10.00,20.00,70.00,3,2,0.00,181.00,0.00,0.00,0.00,11,U,1,1637,NA,NA,NA,NA,NA,Cybulski 1990b:54,1,NA,181,NA,Hilton 1990:313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,4,1,3,5,2,4,2,1,3
B284,Quileute,47.77,-124.14,47.77,-124.14,n,1324.00,12.70,104.30,10.00,15.00,75.00,3,2,29.00,112.00,225.00,0.10,0.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,29,112,225,Pettitt 1950:3-5,1,0.1,0.1,Pettitt 1950:5-7,1,NA,NA,22,17,Pettitt 1950:16,1,6,2,3,NA,4.67,3,1,8,24.06,23.39,NA,NA,1.21,2,1,3,3,4,3,1,1,4
B285,Clallam,47.95,-123.55,47.95,-123.55,n,2400.00,33.90,70.00,10.00,20.00,70.00,3,2,0.00,166.00,0.00,4.00,45.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,166,NA,Boyd 1990:136; Suttles 1990:456,1,4,45,Schalk 1978:126,1,8,NA,NA,NA,Eells 1884:35-36,1,7,3,4,NA,11.09,4,2,10,14.11,14.11,NA,NA,NA,3,2,3,3,2,2,2,1,3
B286,Makah,48.22,-124.58,48.22,-124.58,n,332.00,2.70,123.00,10.00,10.00,80.00,3,2,0.00,164.00,0.00,2.00,15.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,164,NA,Swan 1870:2,1,2,15,"Schalk 1978:125, 165",1,6,NA,NA,15,"Swan 1870:12, 13",1,7,3,4,4.65,11.26,4,2,9,13.98,13.98,NA,52.4,NA,3,2,3,3,2,3,2,1,3
B287,Haisla,53.50,-128.42,53.50,-128.42,n,1300.00,68.20,19.10,10.00,35.00,55.00,3,2,0.00,650.00,0.00,0.10,0.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,650,NA,Schalk 1978:165,1,0.1,0.1,Olson 1940:170,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,3,1,3,3,2,3,2,1,3
B288,Kwakiutl,50.42,-126.67,50.42,-126.67,n,14500.00,211.00,68.70,5.00,10.00,85.00,3,2,0.00,420.00,0.00,3.00,31.00,11,U,1,1633,1543,NA,NA,NA,NA,Boas and Farrand 1899:630; Cybulski 1990b:54,1,NA,420,NA,Schalk 1978:165,1,3.5,31,Schalk 1978:165,NA,NA,NA,NA,NA,NA,1,7,3,4,NA,15.91,4,2,13,30.87,30.87,NA,NA,NA,3,1,3,4,2,4,1,1,4
B289,Tsimshim,54.00,-129.58,54.00,-129.58,n,10100.00,241.00,41.90,5.00,20.00,75.00,3,2,0.00,389.00,0.00,3.50,40.00,11,U,1,1656,1520,NA,NA,NA,NA,Boas and Farrand 1899:630;,1,NA,389,NA,"Schalk 1978:126,165",1,3.5,85,"Halpin and Sequin 1990:269-71; Schalk 1978:126, 165",NA,NA,NA,NA,NA,NA,1,7,4,5,NA,40.39,6,3,13,9.79,9.79,NA,NA,NA,4,1,3,4,2,4,2,1,4
B290,Haida,53.54,-132.29,53.54,-132.29,n,10000.00,103.00,97.09,1.00,10.00,89.00,3,2,0.00,577.00,0.00,0.00,0.00,11,U,1,1625,1552,NA,NA,NA,NA,Cybulski 1990b:54,1,NA,577,NA,"Schalk 1978:126, 165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,4,NA,37.23,5,3,13,12.95,12.95,NA,NA,NA,4,1,3,4,2,4,2,1,4
B291,Bella-Coola,52.32,-126.58,52.32,-126.58,n,1950.00,150.00,13.00,5.00,25.00,70.00,3,2,0.00,58.00,0.00,0.00,0.00,17,U,1,1661,1573,NA,NA,NA,NA,Boas and Farrand 1899:630; Cybulski 1990b:54,1,NA,58,NA,Schalk 1978:165,NA,NA,NA,NA,1,9,NA,14.5,16,"Mcllwraith 1948:371-72, 379",1,7,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,4,1,3,4,2,4,1,1,4
B292,Tlingit,57.00,-133.59,57.00,-133.59,n,12000.00,1050.00,11.42,1.00,15.00,84.00,3,2,0.00,197.00,0.00,3.00,30.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,197,NA,"Schalk 1978:127, 165",2,2.5,42.5,"Schalk 1978:127, 165; Mitchell and Donald 1988:310",NA,NA,NA,NA,NA,NA,1,7,3,4,NA,10.37,4,2,10,16.16,16.16,NA,NA,NA,4,1,3,4,2,4,2,1,4
B293,Gitksan,55.65,-128.06,55.65,-128.06,n,3000.00,127.20,23.58,1.00,30.00,69.00,3,2,0.00,179.00,0.00,4.00,45.00,17,U,1,1659,1543,NA,NA,NA,NA,Boas and Farrand 1899:630; Cybulski 1990b:54,1,NA,179,NA,Adams 1973:8,1,4,45,Halpin and Seguin 1990:269-71,NA,NA,NA,NA,NA,NA,1,7,4,5,NA,20.04,5,3,10,6.25,6.25,NA,NA,NA,3,2,3,4,2,4,2,1,4
B294,Konaig,57.93,-153.16,57.93,-153.16,n,8800.00,287.00,30.60,1.00,5.00,94.00,3,2,0.00,162.00,0.00,0.10,0.00,17,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,162,NA,Knecht and Jordan 1985:21,1,0.1,0.1,LRB estimate,1,NA,NA,NA,14,Holmberg 1985:53,1,7,3,4,NA,9.53,4,2,9,13.85,13.85,NA,NA,NA,3,1,3,3,2,2,2,4,3
B295,Eyak,60.48,-144.00,60.48,-144.00,n,156.00,26.60,5.86,0.01,10.00,89.99,3,2,0.00,57.00,130.00,2.00,25.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,57,130,Birket-Smith and de Laguna 1938:19,1,2,25,de Laguna 1990:190-91,1,NA,NA,NA,13,Birket-Smith and de Laguna 1938:133,1,6,2,3,3.15,3.48,2,1,6,13.28,11.96,NA,10.96,NA,3,2,2,4,2,3,2,5,3
B296,Kuskowagmut,61.01,-161.55,61.01,-161.55,n,7200.00,416.00,17.30,5.00,20.00,75.00,3,2,19.00,108.00,0.00,0.10,0.00,17,U,1,1660,NA,NA,NA,NA,NA,Hrdlicka 1930:251,1,19,108,NA,Michael 1967:306,1,0.1,0.1,Oswalt pers. comm. 1966,1,NA,NA,18,#DIV/0!,Oswalt 1966:107; Nelson 1899:292,1,6,3,4,NA,7.91,4,2,8,10.28,10.28,NA,NA,1.39,3,1,2,2,1,1,5,4,3
B297,Chugash,61.21,-147.61,61.21,-147.61,n,3170.00,262.00,12.10,0.01,10.00,89.99,3,2,0.00,53.50,0.00,2.00,40.00,17,U,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,53.5,NA,Michael 1967:306; de Laguna 1956:256,1,2,15,Birket-Smith 1953:123-28,NA,NA,NA,NA,NA,NA,1,7,2,3,NA,4.54,2,1,6,12.59,11.23,NA,NA,NA,3,1,3,5,1,4,2,4,4
B298,Aleut,55.00,-162.85,55.00,-162.85,n,13500.00,247.00,54.65,1.00,5.00,94.00,3,2,0.00,55.00,0.00,0.10,0.00,17,U,1,1612,NA,NA,NA,NA,NA,Newman 1960:289,1,NA,55,NA,Lantis 1970:178; Mitchell and Donald 1988:319-21,1,0.1,NA,Lantis 1970:174-82,1,20,NA,18,13,Lantis 1984:179; Mickey 1955:15,1,7,2,3,NA,3.13,2,1,6,12.89,11.54,NA,NA,NA,4,1,3,4,2,3,2,1,3
B299,Nunivak,60.03,-166.30,60.03,-166.30,n,864.00,45.00,19.22,1.00,15.00,84.00,3,2,0.00,54.60,133.00,0.10,0.00,17,U,1,1618,1531,NA,NA,NA,NA,HrdliCla 1930:251,1,NA,54.6,133,Lantis 1946:163-64,1,0.1,0.1,Lantis 1946:163,1,19,NA,20,12,"Lantis 1960:204-14, 233",1,6,2,3,2.57,5.1,2,1,6,12.81,11.46,NA,13.09,NA,4,1,2,1,1,1,2,4,4
B315,Tenino,45.59,-120.45,45.59,-120.45,n,1510.00,79.50,19.00,30.00,20.00,50.00,3,1,0.00,0.00,212.00,6.00,70.00,25,M,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,212,Murdock 1980:130,1,6,70,Murdock 1980:131,1,12,NA,20,16.5,"Murdock 1980:130, 141",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,2,1,3
B316,Umatilla,45.49,-119.94,45.49,-119.94,n,1155.00,110.00,10.50,30.00,30.00,40.00,3,1,0.00,0.00,0.00,0.00,0.00,25,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,1,1,1,1,3
B317,Wenatchi,47.41,-120.31,47.41,-120.31,n,5000.00,84.50,50.17,20.00,25.00,55.00,3,2,0.00,275.00,500.00,2.00,19.00,25,M,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,275,500,Teit 1928:93-108,1,2,19,"Teit 1928:104, 114-15",NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,2,2,2,3,1,1,2,2,3
B318,Yakima,46.33,-120.27,46.33,-120.27,n,3780.00,140.80,27.00,30.00,25.00,45.00,3,1,0.00,0.00,0.00,0.00,0.00,25,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,1,1,1,1,3
B319,Wishram,45.72,-121.13,45.72,-121.13,n,2132.00,9.20,231.70,25.00,15.00,60.00,3,2,25.00,205.00,700.00,0.10,0.00,25,M,NA,NA,NA,NA,NA,NA,NA,NA,1,25,205,700,Spier and Sapir 1930:166-67,1,0.1,0.1,"Spier and Sapir 1930:164-67, 202-5",1,10,NA,NA,14.5,"Spier and Sapir 1930:22, 171, 218",1,6,4,5,NA,20.5,5,3,10,6.68,6.68,NA,NA,2.5,3,1,2,3,2,2,2,3,3
B320,Coeur d'Alene,47.42,-116.34,47.42,-116.34,n,1000.00,666.00,1.50,20.00,55.00,25.00,1,1,21.00,60.00,350.00,11.00,300.00,18,U,NA,NA,NA,NA,NA,NA,NA,NA,1,21,60,350,"Teit 1930:39,331",1,11,300,"Teit 1930:95-97, 150-52",1,NA,NA,NA,14.5,Teit 1930:170,1,6,4,5,2,8.38,4,2,6,7.12,7.12,5.87,16.76,2.93,3,1,2,2,1,2,1,2,3
B321,Sinkaietk,48.78,-119.56,48.78,-119.56,n,875.00,60.30,14.51,15.00,25.00,60.00,3,2,20.00,83.00,230.00,7.00,90.00,25,U,NA,NA,NA,NA,NA,NA,NA,NA,1,20,83,230,Cline et al. 1938:87,1,7,90,Cline et al. 1938:11,1,NA,NA,14.5,14.5,Cline et al. 1938:113,1,7,2,3,5.71,3.97,3,1,7,18.38,17.36,5.46,22.68,0.96,2,1,3,3,1,1,1,2,3
B322,Okanagan,49.46,-119.63,49.46,-119.63,n,1500.00,113.10,13.27,25.00,30.00,45.00,3,2,23.00,50.00,245.00,3.00,40.00,25,U,NA,NA,NA,NA,NA,NA,NA,NA,1,23,50,245,Teit 1930:207-11,1,3,40,Grabert 1974:8,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,1,2,2,1,1,1,2,3
B323,Sanpoil,47.94,-118.44,47.94,-118.44,n,687.00,61.40,11.20,25.00,35.00,40.00,3,1,0.00,50.00,0.00,5.00,75.00,25,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50,NA,Teit 1930:211,1,5,75,"Kelly 1995:table 4.1; Ray 1932:15-24, 27-28",1,NA,NA,18,15,Ray 1932:137,1,5,2,3,NA,4.5,2,1,5,11.91,10.5,NA,NA,NA,2,1,1,3,1,1,2,2,3
B324,Nez Perce,46.25,-116.46,46.25,-116.46,n,4000.00,450.00,8.88,33.00,15.00,52.00,3,1,0.00,134.00,438.00,0.00,0.00,18,M,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,134,438,"Spinden 1908:174-75, 196, 240",NA,NA,NA,NA,1,40,NA,14,12,Spinden 1908:250,1,6,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,3,1,2,3,1,1,2,3,3
